Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Demographic
Rurouni Kenshin: Meiji Kenkaku Romantan,251,422,8.29,227564.0,470943,9821,TV,94,Finished Airing,Winter,1996,Others,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,251,422,8.29,227564.0,470943,9821,TV,94,Finished Airing,Winter,1996,Studio Deen,Shounen
Fairy Tail: Final Series,1491,423,7.57,229013.0,470424,4915,TV,51,Finished Airing,Fall,2018,A-1 Pictures,Shounen
Fairy Tail: Final Series,1491,423,7.57,229013.0,470424,4915,TV,51,Finished Airing,Fall,2018,Bridge,Shounen
Fairy Tail: Final Series,1491,423,7.57,229013.0,470424,4915,TV,51,Finished Airing,Fall,2018,CloverWorks,Shounen
Death March kara Hajimaru Isekai Kyousoukyoku,6910,424,6.46,268606.0,470398,1726,TV,12,Finished Airing,Winter,2018,SILVER LINK.,
Death March kara Hajimaru Isekai Kyousoukyoku,6910,424,6.46,268606.0,470398,1726,TV,12,Finished Airing,Winter,2018,Connect,
Re:Creators,1570,425,7.55,185181.0,470211,3356,TV,22,Finished Airing,Spring,2017,TROYCA,
Sora yori mo Tooi Basho,113,426,8.53,202771.0,469535,13330,TV,13,Finished Airing,Winter,2018,Madhouse,
Ookami to Koushinryou II,234,427,8.32,263099.0,469003,4188,TV,12,Finished Airing,Summer,2009,"""Brains Base""",
Ookami to Koushinryou II,234,427,8.32,263099.0,469003,4188,TV,12,Finished Airing,Summer,2009,Others,
Aho Girl,5205,428,6.76,259221.0,468140,1083,TV,12,Finished Airing,Summer,2017,Diomedéa,Shounen
Tokyo Ravens,1956,429,7.44,212874.0,467682,1984,TV,24,Finished Airing,Fall,2013,8bit,
Chobits,2100,430,7.4,246678.0,464266,3747,TV,26,Finished Airing,Spring,2002,Madhouse,Seinen
Boku no Hero Academia 6th Season,220,431,8.33,95031.0,463752,5022,TV,25,Currently Airing,Fall,2022,Bones,Shounen
Vanitas no Karte,709,432,7.91,184118.0,463740,6561,TV,12,Finished Airing,Summer,2021,Bones,Shounen
Durarara!!x2 Shou,598,433,7.99,241230.0,463502,968,TV,12,Finished Airing,Winter,2015,Shuka,
Takt Op. Destiny,3357,434,7.15,187273.0,461600,4454,TV,12,Finished Airing,Fall,2021,Madhouse,
Takt Op. Destiny,3357,434,7.15,187273.0,461600,4454,TV,12,Finished Airing,Fall,2021,MAPPA,
Zombieland Saga,1697,435,7.51,223338.0,461679,3009,TV,12,Finished Airing,Fall,2018,MAPPA,
Higurashi no Naku Koro ni Kai,372,436,8.18,243973.0,460810,7192,TV,24,Finished Airing,Summer,2007,Studio Deen,
Maoyuu Maou Yuusha,2851,437,7.24,211149.0,460509,1406,TV,12,Finished Airing,Winter,2013,Arms,
Sora no Otoshimono,2727,438,7.27,239976.0,460394,3822,TV,13,Finished Airing,Fall,2009,Others,Shounen
Magi: Sinbad no Bouken (TV),806,439,7.85,247648.0,457376,1507,TV,13,Finished Airing,Spring,2016,Others,Shounen
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",2243,440,7.37,247349.0,457009,3846,TV,12,Finished Airing,Fall,2021,SILVER LINK.,
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",2243,440,7.37,247349.0,457009,3846,TV,12,Finished Airing,Fall,2021,Others,
Owarimonogatari,144,441,8.45,222999.0,455262,2778,TV,12,Finished Airing,Fall,2015,Shaft,
Fruits Basket 2nd Season,98,442,8.56,227864.0,454062,5565,TV,25,Finished Airing,Spring,2020,TMS Entertainment,Shoujo
Gleipnir,4110,443,7.0,209797.0,453758,1837,TV,13,Finished Airing,Spring,2020,Others,Seinen
Kawaii dake ja Nai Shikimori-san,4380,444,6.93,177180.0,453416,4312,TV,12,Finished Airing,Spring,2022,Doga Kobo,
Blue Lock,244,445,8.3,123077.0,452780,6932,TV,24,Currently Airing,Fall,2022,8bit,Shounen
Fate/Apocrypha,3155,446,7.19,237964.0,451949,2499,TV,25,Finished Airing,Summer,2017,A-1 Pictures,
Yuru Camp△,273,447,8.27,198368.0,451287,10236,TV,12,Finished Airing,Winter,2018,Others,
Tenkuu no Shiro Laputa,283,448,8.26,282778.0,450297,3937,Movie,1,Finished Airing,,1986,Studio Ghibli,
Ookami Shoujo to Kuro Ouji,3849,449,7.05,243514.0,447416,1833,TV,12,Finished Airing,Fall,2014,Others,Shoujo
Ishuzoku Reviewers,1931,450,7.44,268710.0,446139,9072,TV,12,Finished Airing,Winter,2020,Passione,
Toaru Majutsu no Index II,1592,451,7.54,241397.0,442450,1722,TV,24,Finished Airing,Fall,2010,J.C.Staff,
Kaze no Stigma,3229,452,7.18,231197.0,440203,1958,TV,24,Finished Airing,Spring,2007,Gonzo,
Boruto: Naruto the Movie,2098,453,7.4,284506.0,439972,908,Movie,1,Finished Airing,,2015,Pierrot,Shounen
Net-juu no Susume,1565,454,7.55,232980.0,439849,2246,TV,10,Finished Airing,Fall,2017,Others,
Kimi ni Todoke 2nd Season,606,455,7.98,253279.0,439299,1537,TV,12,Finished Airing,Winter,2011,Production I.G,Shoujo
Asobi Asobase,353,456,8.19,207798.0,438896,6072,TV,12,Finished Airing,Summer,2018,Lerche,Seinen
Mieruko-chan,1983,457,7.43,194491.0,437980,3163,TV,12,Finished Airing,Fall,2021,Passione,
Uzaki-chan wa Asobitai!,4029,458,7.01,236475.0,437630,1645,TV,12,Finished Airing,Summer,2020,ENGI,
Tanaka-kun wa Itsumo Kedaruge,846,459,7.84,199760.0,437144,4145,TV,12,Finished Airing,Spring,2016,SILVER LINK.,
Chihayafuru,356,460,8.19,174614.0,436521,7603,TV,25,Finished Airing,Fall,2011,Madhouse,Josei
Gabriel DropOut,1915,461,7.45,225583.0,435747,3040,TV,12,Finished Airing,Winter,2017,Doga Kobo,Shounen
Hentai Ouji to Warawanai Neko.,3247,462,7.17,230518.0,435234,1680,TV,12,Finished Airing,Spring,2013,J.C.Staff,
Dagashi Kashi,6009,463,6.61,190688.0,434265,967,TV,12,Finished Airing,Winter,2016,feel.,Shounen
Shingeki no Kyojin OVA,786,464,7.87,253480.0,433766,888,OVA,3,Finished Airing,,2013,Wit Studio,Shounen
Mairimashita! Iruma-kun,1030,465,7.75,228826.0,433715,3781,TV,23,Finished Airing,Fall,2019,Bandai Namco Pictures,Shounen
Overlord IV,455,466,8.1,193382.0,433229,6488,TV,13,Finished Airing,Summer,2022,Madhouse,
Love Live! School Idol Project,2069,467,7.41,218120.0,431409,7908,TV,13,Finished Airing,Winter,2013,Sunrise,
Kizumonogatari III: Reiketsu-hen,33,468,8.79,250327.0,431265,7126,Movie,1,Finished Airing,,2017,Shaft,
Hibike! Euphonium,586,469,8.0,180081.0,430850,6778,TV,13,Finished Airing,Spring,2015,Kyoto Animation,
Zero no Tsukaima: Princesses no Rondo,2416,470,7.33,262820.0,430361,797,TV,12,Finished Airing,Summer,2008,J.C.Staff,
Mekakucity Actors,3935,471,7.03,199159.0,429945,3662,TV,12,Finished Airing,Spring,2014,Shaft,
Gakkougurashi!,1356,472,7.62,207799.0,428244,5261,TV,12,Finished Airing,Summer,2015,Lerche,
Watashi ga Motete Dousunda,4154,473,6.98,213343.0,427421,1813,TV,12,Finished Airing,Fall,2016,"""Brains Base""",Shoujo
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,"""Brains Base""",Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean,335,475,8.21,221501.0,426783,6695,ONA,12,Finished Airing,,2021,David Production,Shounen
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Connect,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,J.C.Staff,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,P.A. Works,
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,Orange,Seinen
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Bones,
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,4387,481,6.93,255878.0,421397,1201,TV,13,Finished Airing,Spring,2013,A-1 Pictures,
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,371,482,8.18,231615.0,421183,2439,Movie,1,Finished Airing,,2017,ufotable,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Others,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Madhouse,
Working!!,1263,485,7.65,200123.0,418337,2474,TV,13,Finished Airing,Spring,2010,A-1 Pictures,Seinen
Steins;Gate: Oukoubakko no Poriomania,254,486,8.29,264153.0,417568,790,Special,1,Finished Airing,,2012,White Fox,
Kizumonogatari II: Nekketsu-hen,89,487,8.58,252131.0,417366,2248,Movie,1,Finished Airing,,2016,Shaft,
Pandora Hearts,1245,488,7.66,170550.0,417344,5140,TV,25,Finished Airing,Spring,2009,Xebec,Shounen
No.6,1470,489,7.57,197777.0,416941,7201,TV,11,Finished Airing,Summer,2011,Bones,
Gakusen Toshi Asterisk 2nd Season,4048,490,7.01,243959.0,414847,750,TV,12,Finished Airing,Spring,2016,A-1 Pictures,
Cardcaptor Sakura,384,491,8.16,209404.0,413964,12522,TV,70,Finished Airing,Spring,1998,Madhouse,Shoujo
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Doga Kobo,
Evangelion: 3.0 You Can (Not) Redo,1319,493,7.63,245260.0,412171,1889,Movie,1,Finished Airing,,2012,Khara,
Kekkai Sensen & Beyond,925,494,7.8,184906.0,411322,1588,TV,12,Finished Airing,Fall,2017,Bones,Shounen
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,TMS Entertainment,Shoujo
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,Others,Shounen
Blue Period,881,497,7.82,178435.0,409420,5386,TV,12,Finished Airing,Fall,2021,Seven Arcs,Seinen
Hanamonogatari,676,498,7.93,229606.0,409158,1067,TV,5,Finished Airing,Summer,2014,Shaft,
"Komi-san wa, Comyushou desu. 2nd Season",453,499,8.1,188087.0,408910,3662,TV,12,Finished Airing,Spring,2022,OLM,Shounen
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1833,500,7.47,220057.0,408802,2744,TV,12,Finished Airing,Spring,2020,SILVER LINK.,Shoujo
Kara no Kyoukai Movie 1: Fukan Fuukei,1452,501,7.58,177488.0,406167,2318,Movie,1,Finished Airing,,2007,ufotable,
Non Non Biyori,655,502,7.94,166673.0,406007,6078,TV,12,Finished Airing,Fall,2013,SILVER LINK.,Seinen
Hagure Yuusha no Aesthetica,5250,503,6.75,211153.0,404914,1150,TV,12,Finished Airing,Summer,2012,Arms,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,74,504,8.63,213651.0,405017,3221,Movie,1,Finished Airing,,2020,Kinema Citrus,
86 Part 2,49,505,8.71,217178.0,404741,12082,TV,12,Finished Airing,Fall,2021,A-1 Pictures,
Inou-Battle wa Nichijou-kei no Naka de,3753,506,7.07,189792.0,404132,894,TV,12,Finished Airing,Fall,2014,Trigger,
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,Orange,Shounen
Rosario to Vampire Capu2,4521,508,6.9,247898.0,403336,1094,TV,13,Finished Airing,Fall,2008,Gonzo,Shounen
Zero no Tsukaima F,1962,509,7.44,233166.0,402307,1170,TV,12,Finished Airing,Winter,2012,J.C.Staff,
"Dakara Boku wa, H ga Dekinai.",6270,510,6.56,206048.0,401842,864,TV,12,Finished Airing,Summer,2012,feel.,
Bakemono no Ko,285,511,8.26,214316.0,401385,3083,Movie,1,Finished Airing,,2015,Others,
Bleach: Sennen Kessen-hen,3,512,9.09,180760.0,400715,16183,TV,13,Finished Airing,Fall,2022,Pierrot,Shounen
Tamako Market,2142,513,7.39,164354.0,400221,1508,TV,12,Finished Airing,Winter,2013,Kyoto Animation,
Free! Eternal Summer,1320,514,7.63,221179.0,399964,2541,TV,13,Finished Airing,Summer,2014,Kyoto Animation,
Free! Eternal Summer,1320,514,7.63,221179.0,399964,2541,TV,13,Finished Airing,Summer,2014,Others,
Tsukimonogatari,459,515,8.1,226400.0,399580,942,TV,4,Finished Airing,Fall,2014,Shaft,
Darker than Black: Ryuusei no Gemini,1923,516,7.44,224839.0,399178,1477,TV,12,Finished Airing,Fall,2009,Bones,
Demi-chan wa Kataritai,1545,517,7.55,207252.0,398747,1486,TV,12,Finished Airing,Winter,2017,A-1 Pictures,Seinen
Fugou Keiji: Balance:Unlimited,1625,518,7.53,180010.0,396646,2817,TV,11,Finished Airing,Spring,2020,CloverWorks,
Shingeki no Bahamut: Genesis,1308,519,7.63,175002.0,394747,1652,TV,12,Finished Airing,Fall,2014,MAPPA,
Summertime Render,115,520,8.53,141119.0,394571,6339,TV,25,Finished Airing,Spring,2022,OLM,Shounen
World Trigger,1428,521,7.58,136354.0,394197,2639,TV,73,Finished Airing,Fall,2014,Toei Animation,Shounen
Koi to Uso,6680,522,6.5,186883.0,393154,1219,TV,12,Finished Airing,Summer,2017,LIDENFILMS,
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",3268,523,7.17,208675.0,392911,1487,TV,10,Finished Airing,Fall,2013,Diomedéa,
Kage no Jitsuryokusha ni Naritakute!,192,524,8.37,161147.0,392755,7836,TV,20,Finished Airing,Fall,2022,Others,
Sekirei,3857,525,7.05,199067.0,392792,1658,TV,12,Finished Airing,Summer,2008,Seven Arcs,Seinen
Akudama Drive,1396,526,7.6,182078.0,392801,3396,TV,12,Finished Airing,Fall,2020,Pierrot,
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,174,527,8.4,172110.0,392001,6796,Movie,1,Finished Airing,,2018,P.A. Works,
Grisaia no Rakuen,981,528,7.77,212955.0,391585,2043,TV,10,Finished Airing,Spring,2015,8bit,
Mousou Dairinin,1217,529,7.67,150581.0,387924,5161,TV,13,Finished Airing,Winter,2004,Madhouse,
Nanatsu no Taizai: Funnu no Shinpan,6145,530,6.58,178518.0,387585,1536,TV,24,Finished Airing,Winter,2021,Studio Deen,Shounen
"Kumo desu ga, Nani ka?",1885,531,7.45,201500.0,387379,3894,TV,24,Finished Airing,Winter,2021,Others,
Plunderer,5964,532,6.62,163354.0,386813,1360,TV,24,Finished Airing,Winter,2020,Others,Shounen
Nakitai Watashi wa Neko wo Kaburu,2370,533,7.34,235712.0,385203,1688,Movie,1,Finished Airing,,2020,Others,
Digimon Adventure,978,534,7.77,247412.0,384627,5094,TV,54,Finished Airing,Spring,1999,Toei Animation,Kids
Tasogare Otome x Amnesia,855,535,7.83,175594.0,384559,4426,TV,12,Finished Airing,Spring,2012,SILVER LINK.,Shounen
Keijo!!!!!!!!,4381,536,6.93,186568.0,382732,1397,TV,12,Finished Airing,Fall,2016,Xebec,Shounen
Lycoris Recoil,319,537,8.22,172485.0,382387,6510,TV,13,Finished Airing,Summer,2022,A-1 Pictures,
Kuroshitsuji: Book of Circus,498,538,8.07,202131.0,381347,3466,TV,10,Finished Airing,Summer,2014,A-1 Pictures,Shounen
Koukaku Kidoutai: Stand Alone Complex,163,539,8.42,158758.0,380131,8339,TV,26,Finished Airing,Fall,2002,Production I.G,Seinen
Durarara!!x2 Ten,622,540,7.97,194921.0,378795,753,TV,12,Finished Airing,Summer,2015,Shuka,
Saijaku Muhai no Bahamut,6423,541,6.54,189877.0,378021,994,TV,12,Finished Airing,Winter,2016,Lerche,
Mikakunin de Shinkoukei,2197,542,7.38,176075.0,377959,1189,TV,12,Finished Airing,Winter,2014,Doga Kobo,
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,166,543,8.41,219996.0,377882,1397,Movie,1,Finished Airing,,2019,Kyoto Animation,
Shinmai Maou no Testament Burst,4894,544,6.82,209198.0,377479,553,TV,10,Finished Airing,Fall,2015,Production IMS,
IS: Infinite Stratos 2,6837,545,6.47,219798.0,376893,513,TV,12,Finished Airing,Fall,2013,8bit,
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,804,546,7.85,243453.0,376884,620,OVA,1,Finished Airing,,2016,Studio Deen,
Kami nomi zo Shiru Sekai II,774,547,7.88,232892.0,376834,980,TV,12,Finished Airing,Spring,2011,Manglobe,Shounen
D-Frag!,1656,548,7.52,192492.0,376384,2301,TV,12,Finished Airing,Winter,2014,"""Brains Base""",Seinen
B-gata H-kei,4690,549,6.86,212974.0,376151,1538,TV,12,Finished Airing,Spring,2010,Others,Seinen
3-gatsu no Lion 2nd Season,16,550,8.94,187221.0,375861,14702,TV,22,Finished Airing,Fall,2017,Shaft,Seinen
Rainbow: Nisha Rokubou no Shichinin,135,551,8.48,149982.0,375717,8185,TV,26,Finished Airing,Spring,2010,Madhouse,Seinen
Yu☆Gi☆Oh! Duel Monsters,1794,552,7.48,239237.0,375143,4443,TV,224,Finished Airing,Spring,2000,Others,Shounen
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,4349,553,6.94,204630.0,375016,1265,TV,13,Finished Airing,Summer,2012,Diomedéa,
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,1221,554,7.67,179617.0,374476,4233,TV,12,Finished Airing,Spring,2017,Satelight,
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,1221,554,7.67,179617.0,374476,4233,TV,12,Finished Airing,Spring,2017,Others,
Kamisama Hajimemashita◎,337,555,8.21,200786.0,373166,2788,TV,12,Finished Airing,Winter,2015,TMS Entertainment,Shoujo
Owarimonogatari 2nd Season,24,556,8.89,179678.0,372663,8351,TV,7,Finished Airing,Summer,2017,Shaft,
Gokushufudou,2991,557,7.22,211942.0,372316,2438,ONA,5,Finished Airing,,2021,J.C.Staff,
Yuukoku no Moriarty,391,558,8.16,153560.0,371884,6194,TV,11,Finished Airing,Fall,2020,Production I.G,Shounen
Odd Taxi,53,559,8.7,182333.0,371614,7404,TV,13,Finished Airing,Spring,2021,OLM,
Odd Taxi,53,559,8.7,182333.0,371614,7404,TV,13,Finished Airing,Spring,2021,Others,
Ano Natsu de Matteru,2032,560,7.42,174830.0,371177,2003,TV,12,Finished Airing,Winter,2012,J.C.Staff,
Toaru Kagaku no Railgun S,559,561,8.02,195879.0,370584,3727,TV,24,Finished Airing,Spring,2013,J.C.Staff,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,5417,562,6.72,161627.0,370408,2694,TV,10,Finished Airing,Spring,2021,Tezuka Productions,
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,5417,562,6.72,161627.0,370408,2694,TV,10,Finished Airing,Spring,2021,Others,
Baki,2594,563,7.29,206771.0,370176,2328,ONA,26,Finished Airing,,2018,TMS Entertainment,Shounen
Bokura wa Minna Kawai-sou,1207,564,7.67,187141.0,369315,2181,TV,12,Finished Airing,Spring,2014,"""Brains Base""",Seinen
Panty & Stocking with Garterbelt,1104,565,7.72,185364.0,369178,5483,TV,13,Finished Airing,Fall,2010,Gainax,
Kore wa Zombie desu ka? of the Dead,1723,566,7.5,211923.0,368072,723,TV,10,Finished Airing,Spring,2012,Studio Deen,
Ping Pong the Animation,78,567,8.62,171359.0,366758,14893,TV,11,Finished Airing,Spring,2014,Tatsunoko Production,Seinen
Hitsugi no Chaika,2926,568,7.23,168569.0,366310,827,TV,12,Finished Airing,Spring,2014,Bones,
Dumbbell Nan Kilo Moteru?,2764,569,7.26,169045.0,365808,1230,TV,12,Finished Airing,Summer,2019,Doga Kobo,
Isekai Quartet,2108,570,7.4,204153.0,365461,996,TV,12,Finished Airing,Spring,2019,Others,
Amagami SS,2572,571,7.3,154162.0,364603,2188,TV,25,Finished Airing,Summer,2010,AIC,
Dragon Ball Kai,1090,572,7.72,226301.0,364221,3061,TV,97,Finished Airing,Spring,2009,Toei Animation,Shounen
Blood+,1348,573,7.62,155473.0,363985,4280,TV,50,Finished Airing,Fall,2005,Production I.G,
Date A Live III,3149,574,7.19,190823.0,363851,1614,TV,12,Finished Airing,Winter,2019,J.C.Staff,
Sakamichi no Apollon,238,575,8.31,163641.0,363665,6802,TV,12,Finished Airing,Spring,2012,Tezuka Productions,Josei
Sakamichi no Apollon,238,575,8.31,163641.0,363665,6802,TV,12,Finished Airing,Spring,2012,MAPPA,Josei
Hidan no Aria,4983,576,6.8,189942.0,363267,883,TV,12,Finished Airing,Spring,2011,J.C.Staff,
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,7004,577,6.44,212813.0,363009,1610,OVA,4,Finished Airing,,2013,asread.,
"Kanojo, Okarishimasu 2nd Season",4658,578,6.87,118055.0,362902,4819,TV,12,Finished Airing,Summer,2022,TMS Entertainment,Shounen
Durarara!!x2 Ketsu,507,579,8.06,178824.0,362536,1066,TV,12,Finished Airing,Winter,2016,Shuka,
Josee to Tora to Sakana-tachi,162,580,8.42,181622.0,362651,5447,Movie,1,Finished Airing,,2020,Bones,
Golden Boy,545,581,8.03,197094.0,362395,5380,OVA,6,Finished Airing,,1995,Others,Seinen
ReLIFE: Kanketsu-hen,339,582,8.21,215070.0,361374,1694,Special,4,Finished Airing,,2018,TMS Entertainment,
Tamako Love Story,705,583,7.92,166374.0,361033,2130,Movie,1,Finished Airing,,2014,Kyoto Animation,
Arslan Senki (TV),1228,584,7.66,161691.0,360979,1668,TV,25,Finished Airing,Spring,2015,Others,Shounen
Arslan Senki (TV),1228,584,7.66,161691.0,360979,1668,TV,25,Finished Airing,Spring,2015,LIDENFILMS,Shounen
Busou Shoujo Machiavellianism,4544,585,6.89,194402.0,360598,933,TV,12,Finished Airing,Spring,2017,SILVER LINK.,Shounen
Busou Shoujo Machiavellianism,4544,585,6.89,194402.0,360598,933,TV,12,Finished Airing,Spring,2017,Connect,Shounen
Majo no Tabitabi,1561,586,7.55,163962.0,360023,3366,TV,12,Finished Airing,Fall,2020,Others,
Baka to Test to Shoukanjuu Ni!,1165,587,7.69,218402.0,359945,1184,TV,13,Finished Airing,Summer,2011,SILVER LINK.,
Bishoujo Senshi Sailor Moon,1085,588,7.72,179001.0,359956,9681,TV,46,Finished Airing,Spring,1992,Toei Animation,Shoujo
Dragon Ball Super: Broly,401,589,8.15,250128.0,359771,2721,Movie,1,Finished Airing,,2018,Toei Animation,Shounen
Platinum End,9099,590,6.07,119267.0,359694,2532,TV,24,Finished Airing,Fall,2021,Others,Shounen
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,140,591,8.47,211809.0,355946,8210,Movie,1,Finished Airing,,2013,Shaft,
Made in Abyss: Retsujitsu no Ougonkyou,58,592,8.67,137441.0,355718,4724,TV,12,Finished Airing,Summer,2022,Kinema Citrus,
Vampire Knight Guilty,3590,593,7.1,217831.0,355339,2536,TV,13,Finished Airing,Fall,2008,Studio Deen,Shoujo
To LOVE-Ru Darkness,2000,594,7.43,192781.0,354743,2096,TV,12,Finished Airing,Fall,2012,Xebec,Shounen
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,124,595,8.51,205560.0,354624,3333,Movie,1,Finished Airing,,2019,ufotable,
Cowboy Bebop: Tengoku no Tobira,189,596,8.38,202768.0,354484,1409,Movie,1,Finished Airing,,2001,Bones,
Special A,1693,597,7.51,181150.0,353887,2681,TV,24,Finished Airing,Spring,2008,Gonzo,Shoujo
Special A,1693,597,7.51,181150.0,353887,2681,TV,24,Finished Airing,Spring,2008,AIC,Shoujo
Afro Samurai,2276,598,7.36,190962.0,353531,1790,TV,5,Finished Airing,Spring,2007,Gonzo,
Hundred,7790,599,6.31,183848.0,353380,618,TV,12,Finished Airing,Spring,2016,Production IMS,
Quanzhi Gaoshou,754,600,7.89,168073.0,352560,3818,ONA,12,Finished Airing,,2017,Others,
Shaman King,1019,601,7.75,189305.0,351949,3669,TV,64,Finished Airing,Summer,2001,Xebec,Shounen
Redline,264,602,8.28,190106.0,351128,5205,Movie,1,Finished Airing,,2009,Madhouse,
Seireitsukai no Blade Dance,5529,603,6.7,179913.0,350185,892,TV,12,Finished Airing,Summer,2014,TNK,
Kaze no Tani no Nausicaä,201,604,8.36,219199.0,349988,4808,Movie,1,Finished Airing,,1984,Others,
Golden Kamuy,778,605,7.87,146106.0,349740,3816,TV,12,Finished Airing,Spring,2018,Others,Seinen
Tsuki ga Michibiku Isekai Douchuu,1091,606,7.72,182168.0,349333,3487,TV,12,Finished Airing,Summer,2021,Others,
Renai Boukun,5924,607,6.63,174663.0,348668,624,TV,12,Finished Airing,Spring,2017,Others,
Bocchi the Rock!,21,608,8.91,193299.0,347339,16851,TV,12,Finished Airing,Fall,2022,CloverWorks,
Blood-C,6486,609,6.53,150619.0,347175,1071,TV,12,Finished Airing,Summer,2011,Production I.G,
Ore dake Haireru Kakushi Dungeon,7857,610,6.3,179229.0,346783,1681,TV,12,Finished Airing,Winter,2021,Others,
Saenai Heroine no Sodatekata ♭,983,611,7.77,176270.0,345447,1647,TV,11,Finished Airing,Spring,2017,A-1 Pictures,
Outbreak Company,3105,612,7.2,173162.0,345001,882,TV,12,Finished Airing,Fall,2013,feel.,
Kishuku Gakkou no Juliet,1891,613,7.45,164180.0,343507,1839,TV,12,Finished Airing,Fall,2018,LIDENFILMS,Shounen
Haiyore! Nyaruko-san,4113,614,7.0,147489.0,343188,1287,TV,12,Finished Airing,Spring,2012,Xebec,
Gantz,4109,615,7.0,173011.0,343135,2326,TV,13,Finished Airing,Spring,2004,Gonzo,Seinen
Jigoku Shoujo,1372,616,7.61,129043.0,343063,3045,TV,26,Finished Airing,Fall,2005,Studio Deen,
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,531,617,8.03,208437.0,342898,707,OVA,1,Finished Airing,,2017,Studio Deen,
Mirai Nikki: Redial,2557,618,7.3,215015.0,342729,587,OVA,1,Finished Airing,,2013,asread.,Shounen
Black★Rock Shooter (TV),4933,619,6.81,171503.0,342650,2171,TV,8,Finished Airing,Winter,2012,Others,
Initial D First Stage,228,620,8.32,172001.0,342337,10770,TV,26,Finished Airing,Spring,1998,Others,Seinen
Genjitsu Shugi Yuusha no Oukoku Saikenki,2890,621,7.24,172125.0,342173,2384,TV,13,Finished Airing,Summer,2021,J.C.Staff,
Kemono Jihen,2123,622,7.4,152648.0,341465,2152,TV,12,Finished Airing,Winter,2021,Ajia-do,Shounen
Arakawa Under the Bridge,1487,623,7.57,148778.0,341402,2306,TV,13,Finished Airing,Spring,2010,Shaft,Seinen
Air Gear,1758,624,7.49,175861.0,340880,3545,TV,25,Finished Airing,Spring,2006,Toei Animation,Shounen
Jormungand,926,625,7.8,145069.0,340709,2903,TV,12,Finished Airing,Spring,2012,White Fox,Seinen
Bakuman. 2nd Season,206,626,8.35,204732.0,340293,1361,TV,25,Finished Airing,Fall,2011,J.C.Staff,Shounen
"Sentouin, Hakenshimasu!",3283,627,7.17,158843.0,340148,1935,TV,12,Finished Airing,Spring,2021,J.C.Staff,
Madan no Ou to Vanadis,3503,628,7.12,171659.0,339301,980,TV,13,Finished Airing,Fall,2014,Satelight,
BNA,2281,629,7.36,185650.0,339096,2484,TV,12,Finished Airing,Spring,2020,Trigger,
Akagami no Shirayuki-hime 2nd Season,621,630,7.97,188221.0,338815,1671,TV,12,Finished Airing,Winter,2016,Bones,Shoujo
