Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Demographic
Hachimitsu to Clover,569,844,8.01,81017.0,256901,4117,TV,24,Finished Airing,Spring,2005,J.C.Staff,Josei
Zero kara Hajimeru Mahou no Sho,3776,845,7.07,122050.0,256823,596,TV,12,Finished Airing,Spring,2017,White Fox,
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,TMS Entertainment,Shounen
Love Hina,3591,847,7.1,132873.0,256718,1447,TV,24,Finished Airing,Spring,2000,Xebec,Shounen
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,1416,848,7.59,157042.0,256077,469,OVA,1,Finished Airing,,2013,"""Brains Base""",
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",928,849,7.79,164160.0,255748,569,Special,1,Finished Airing,,2009,Kyoto Animation,
Midara na Ao-chan wa Benkyou ga Dekinai,5339,850,6.73,126014.0,255634,570,TV,12,Finished Airing,Spring,2019,SILVER LINK.,Shounen
Working'!!,872,851,7.82,147220.0,255271,452,TV,13,Finished Airing,Fall,2011,A-1 Pictures,Seinen
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,SILVER LINK.,
Flying Witch,1703,853,7.51,102738.0,254824,1282,TV,12,Finished Airing,Spring,2016,J.C.Staff,Shounen
Persona 4 the Animation,1730,854,7.5,124685.0,254257,2212,TV,25,Finished Airing,Fall,2011,Others,
Full Metal Panic! The Second Raid,674,855,7.93,144800.0,253140,1259,TV,13,Finished Airing,Summer,2005,Kyoto Animation,
Youjo Senki Movie,304,856,8.24,132920.0,252774,989,Movie,1,Finished Airing,,2019,Others,
Hataraku Saibou!!,2306,857,7.35,85392.0,252642,560,TV,8,Finished Airing,Winter,2021,David Production,Shounen
"Yuusha, Yamemasu",3921,858,7.04,113018.0,252506,1609,TV,12,Finished Airing,Spring,2022,Others,
Neko no Ongaeshi,1070,859,7.73,158849.0,252324,1368,Movie,1,Finished Airing,,2002,Studio Ghibli,
Naruto: Shippuuden Movie 2 - Kizuna,2652,860,7.28,144825.0,252177,235,Movie,1,Finished Airing,,2008,Pierrot,Shounen
Devils Line,4797,861,6.84,106228.0,252010,1575,TV,12,Finished Airing,Spring,2018,Others,Seinen
Sakura Trick,4202,862,6.97,117464.0,251869,1504,TV,12,Finished Airing,Winter,2014,Studio Deen,Seinen
Shuumatsu no Walküre,5468,863,6.71,143599.0,251792,1492,ONA,12,Finished Airing,,2021,Graphinica,Seinen
Kokoro Connect: Michi Random,654,864,7.94,165115.0,251581,831,Special,4,Finished Airing,,2012,SILVER LINK.,
Psycho-Pass 3,1898,865,7.45,78155.0,251483,489,TV,8,Finished Airing,Fall,2019,Production I.G,
Pokemon Movie 01: Mewtwo no Gyakushuu,1292,866,7.64,170375.0,251043,379,Movie,1,Finished Airing,,1998,OLM,Kids
Mushishi Zoku Shou 2nd Season,43,867,8.73,99569.0,250331,1379,TV,10,Finished Airing,Fall,2014,Artland,Seinen
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,441,869,8.11,133174.0,250061,1512,Movie,1,Finished Airing,,2018,Kyoto Animation,
Doukyuusei (Movie),257,868,8.29,133950.0,250045,5809,Movie,1,Finished Airing,,2016,A-1 Pictures,
Hetalia Axis Powers,2695,870,7.28,124494.0,249441,4267,ONA,52,Finished Airing,,2009,Studio Deen,
Darker than Black: Kuro no Keiyakusha Gaiden,694,871,7.92,138640.0,249167,821,Special,4,Finished Airing,,2010,Bones,
Paripi Koumei,346,872,8.2,116331.0,248777,2359,TV,12,Finished Airing,Spring,2022,P.A. Works,
Noragami Aragoto OVA,790,873,7.86,132549.0,248673,361,OVA,2,Finished Airing,,2015,Bones,Shounen
Love Live! School Idol Project 2nd Season,980,874,7.77,144372.0,248515,2744,TV,13,Finished Airing,Spring,2014,Sunrise,
ef: A Tale of Memories.,745,875,7.89,105458.0,248276,2748,TV,12,Finished Airing,Fall,2007,Shaft,
Love Stage!!,3096,876,7.2,138568.0,248128,1585,TV,10,Finished Airing,Summer,2014,J.C.Staff,
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,392,877,8.16,128025.0,247708,1019,Movie,1,Finished Airing,,2015,Kyoto Animation,
To LOVE-Ru Darkness 2nd,1902,878,7.45,130121.0,247642,959,TV,12,Finished Airing,Summer,2015,Xebec,Shounen
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,Doga Kobo,
Bungou Stray Dogs: Dead Apple,692,881,7.92,138170.0,246950,1639,Movie,1,Finished Airing,,2018,Bones,Seinen
Neon Genesis Evangelion: Death & Rebirth,1853,880,7.46,137680.0,246926,671,Movie,1,Finished Airing,,1997,Gainax,
Neon Genesis Evangelion: Death & Rebirth,1853,880,7.46,137680.0,246926,671,Movie,1,Finished Airing,,1997,Production I.G,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,Project No.9,
Kuusen Madoushi Kouhosei no Kyoukan,7657,883,6.33,122355.0,246324,330,TV,12,Finished Airing,Summer,2015,Diomedéa,
Shingeki! Kyojin Chuugakkou,3116,884,7.2,136307.0,245912,762,TV,12,Finished Airing,Fall,2015,Production I.G,Shounen
K: Missing Kings,1285,885,7.64,119651.0,245749,618,Movie,1,Finished Airing,,2014,GoHands,
Junjou Romantica,1706,886,7.51,140480.0,245620,4391,TV,12,Finished Airing,Spring,2008,Studio Deen,
Osananajimi ga Zettai ni Makenai Love Comedy,9101,887,6.07,107745.0,245469,1629,TV,12,Finished Airing,Spring,2021,Doga Kobo,
Mahou Sensou,9653,888,5.97,112980.0,244722,322,TV,12,Finished Airing,Winter,2014,Madhouse,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,ENGI,
Seitokai Yakuindomo*,1164,890,7.69,119856.0,244496,574,TV,13,Finished Airing,Winter,2014,GoHands,Shounen
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,8bit,
Medaka Box,4009,892,7.02,104986.0,243746,427,TV,12,Finished Airing,Spring,2012,Gainax,Shounen
Kamisama ni Natta Hi,5059,893,6.79,109456.0,243513,1530,TV,12,Finished Airing,Fall,2020,P.A. Works,
Himouto! Umaru-chan R,2435,895,7.33,123763.0,243298,528,TV,12,Finished Airing,Fall,2017,Doga Kobo,Seinen
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,295,894,8.25,135326.0,243267,394,Special,1,Finished Airing,,2015,White Fox,
Shaman King (2021),4548,896,6.89,63062.0,243071,1623,TV,52,Finished Airing,Spring,2021,Bridge,Shounen
Persona 5 the Animation,6996,897,6.44,91755.0,242330,907,TV,26,Finished Airing,Spring,2018,CloverWorks,
Goblin Slayer: Goblin's Crown,2767,898,7.26,111853.0,242280,384,Movie,1,Finished Airing,,2020,White Fox,
High Score Girl,977,899,7.77,126677.0,241817,2663,TV,12,Finished Airing,Summer,2018,J.C.Staff,Seinen
Ranma ½,1005,900,7.76,115839.0,241433,3901,TV,161,Finished Airing,Spring,1989,Studio Deen,Shounen
Kanokon,7306,901,6.39,116269.0,241081,582,TV,12,Finished Airing,Spring,2008,Xebec,
"Tokyo Ghoul: ""Jack""",2512,902,7.31,136457.0,240376,401,OVA,1,Finished Airing,,2015,Pierrot,Seinen
Natsume Yuujinchou San,90,903,8.58,112138.0,239965,1353,TV,13,Finished Airing,Summer,2011,"""Brains Base""",Shoujo
Naruto: Shippuuden Movie 4 - The Lost Tower,2013,904,7.42,139146.0,239940,207,Movie,1,Finished Airing,,2010,Pierrot,Shounen
Planetes,277,905,8.27,73390.0,239291,3804,TV,26,Finished Airing,Fall,2003,Sunrise,Seinen
Kakkou no Iinazuke,4225,906,6.97,79586.0,238999,2111,TV,24,Finished Airing,Spring,2022,Others,Shounen
Kakkou no Iinazuke,4225,906,6.97,79586.0,238999,2111,TV,24,Finished Airing,Spring,2022,Shin-Ei Animation,Shounen
Tensai Ouji no Akaji Kokka Saisei Jutsu,2105,907,7.4,109206.0,238424,1412,TV,12,Finished Airing,Winter,2022,Others,
Koi to Senkyo to Chocolate,4080,908,7.0,98857.0,238285,458,TV,12,Finished Airing,Summer,2012,AIC Build,
Working!!!,625,909,7.97,123386.0,237552,924,TV,13,Finished Airing,Summer,2015,A-1 Pictures,Seinen
Tokyo Revengers: Seiya Kessen-hen,1237,911,7.66,29945.0,237001,1739,TV,13,Currently Airing,Winter,2023,LIDENFILMS,Shounen
Gankutsuou,416,910,8.14,71497.0,237127,3761,TV,24,Finished Airing,Fall,2004,Gonzo,
Mamahaha no Tsurego ga Motokano datta,5127,912,6.77,100340.0,237154,1422,TV,12,Finished Airing,Summer,2022,Project No.9,
Toaru Majutsu no Index III,4962,913,6.81,93861.0,236963,810,TV,26,Finished Airing,Fall,2018,J.C.Staff,
Angel Beats! Another Epilogue,1907,914,7.45,141064.0,236888,229,Special,1,Finished Airing,,2010,P.A. Works,
Zoku Natsume Yuujinchou,103,915,8.55,119500.0,236585,1401,TV,13,Finished Airing,Winter,2009,"""Brains Base""",Shoujo
White Album 2,1361,916,7.62,106520.0,236352,3232,TV,13,Finished Airing,Fall,2013,Satelight,
Sirius,4169,917,6.98,106193.0,235682,666,TV,12,Finished Airing,Summer,2018,P.A. Works,
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,1986,918,7.43,141968.0,235576,509,Movie,1,Finished Airing,,2007,Pierrot,Shounen
Vanitas no Karte Part 2,330,919,8.21,98473.0,235544,2476,TV,12,Finished Airing,Winter,2022,Bones,Shounen
Kimetsu no Yaiba: Katanakaji no Sato-hen,/A,920,,,235264,2578,TV,0,Not yet aired,,2023,ufotable,Shounen
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,1391,921,7.6,118943.0,235266,502,Movie,1,Finished Airing,,2019,White Fox,
Hajime no Ippo: Rising,87,922,8.59,129479.0,234862,1152,TV,25,Finished Airing,Fall,2013,Madhouse,Shounen
Hajime no Ippo: Rising,87,922,8.59,129479.0,234862,1152,TV,25,Finished Airing,Fall,2013,MAPPA,Shounen
Koyomimonogatari,1297,923,7.63,127418.0,234677,357,ONA,12,Finished Airing,,2016,Shaft,
Texhnolyze,1011,924,7.76,53954.0,234618,4682,TV,22,Finished Airing,Spring,2003,Madhouse,
One Piece Film: Strong World,476,925,8.09,146761.0,234255,444,Movie,1,Finished Airing,,2009,Toei Animation,Shounen
Omamori Himari,4820,926,6.84,117716.0,234037,730,TV,12,Finished Airing,Winter,2010,Zexcs,Shounen
Sekirei: Pure Engagement,2669,927,7.28,128795.0,233090,519,TV,13,Finished Airing,Summer,2010,Seven Arcs,Seinen
Shuumatsu no Harem,9669,928,5.97,85551.0,232910,1913,TV,11,Finished Airing,Winter,2022,Studio Gokumi,Shounen
Shuumatsu no Harem,9669,928,5.97,85551.0,232910,1913,TV,11,Finished Airing,Winter,2022,Others,Shounen
Natsume Yuujinchou Shi,67,929,8.65,103247.0,232865,1935,TV,13,Finished Airing,Winter,2012,"""Brains Base""",Shoujo
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",7966,930,6.28,104982.0,232669,1428,TV,12,Finished Airing,Spring,2022,SILVER LINK.,
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",7966,930,6.28,104982.0,232669,1428,TV,12,Finished Airing,Spring,2022,Others,
Kuroshitsuji: Book of Murder,512,931,8.06,115065.0,232420,1086,OVA,2,Finished Airing,,2015,A-1 Pictures,Shounen
Diamond no Ace,443,932,8.11,109544.0,232352,4426,TV,75,Finished Airing,Fall,2013,Production I.G,Shounen
Diamond no Ace,443,932,8.11,109544.0,232352,4426,TV,75,Finished Airing,Fall,2013,Madhouse,Shounen
Kamisama no Memochou,1777,933,7.49,93019.0,232343,780,TV,12,Finished Airing,Summer,2011,J.C.Staff,
Ousama Game The Animation,12955,934,5.04,119306.0,232176,415,TV,12,Finished Airing,Fall,2017,Others,
Naruto: Shippuuden Movie 5 - Blood Prison,1852,935,7.46,134986.0,231656,197,Movie,1,Finished Airing,,2011,Pierrot,Shounen
Ga-Rei: Zero,1411,936,7.59,93698.0,231581,2827,TV,12,Finished Airing,Fall,2008,Others,
Ga-Rei: Zero,1411,936,7.59,93698.0,231581,2827,TV,12,Finished Airing,Fall,2008,asread.,
Ryuugajou Nanana no Maizoukin,3459,937,7.13,97514.0,231461,354,TV,11,Finished Airing,Spring,2014,A-1 Pictures,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,552,938,8.03,136415.0,231372,429,OVA,1,Finished Airing,,2016,feel.,
11eyes,9120,939,6.07,124117.0,231223,434,TV,12,Finished Airing,Fall,2009,Doga Kobo,
Isekai Shokudou,2172,940,7.39,102519.0,231172,865,TV,12,Finished Airing,Summer,2017,SILVER LINK.,
Shingeki no Bahamut: Virgin Soul,1974,941,7.43,86335.0,231148,987,TV,24,Finished Airing,Spring,2017,MAPPA,
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),966,942,7.78,142013.0,230598,450,Movie,1,Finished Airing,,2007,ufotable,
Shakugan no Shana III (Final),1694,943,7.51,114669.0,230574,1121,TV,24,Finished Airing,Fall,2011,J.C.Staff,
MM!,3853,944,7.05,121947.0,230453,665,TV,12,Finished Airing,Fall,2010,Xebec,
Death Billiards,742,945,7.89,132421.0,229973,326,Movie,1,Finished Airing,,2013,Madhouse,
Yu☆Gi☆Oh!,3017,946,7.22,133193.0,229711,1106,TV,27,Finished Airing,Spring,1998,Toei Animation,Shounen
Jahy-sama wa Kujikenai!,3818,947,7.06,75759.0,228483,1410,TV,20,Finished Airing,Summer,2021,SILVER LINK.,Shounen
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,4927,948,6.82,85399.0,228286,1714,TV,12,Finished Airing,Summer,2022,Others,Shounen
Seiren,7892,949,6.29,85655.0,228125,449,TV,12,Finished Airing,Winter,2017,Studio Gokumi,
Seiren,7892,949,6.29,85655.0,228125,449,TV,12,Finished Airing,Winter,2017,Others,
Kara no Kyoukai Movie 5: Mujun Rasen,108,950,8.53,126466.0,228027,4467,Movie,1,Finished Airing,,2008,ufotable,
Kurenai no Buta,645,951,7.95,143857.0,227940,1885,Movie,1,Finished Airing,,1992,Studio Ghibli,
Mirai Nikki,3099,952,7.2,123213.0,227715,2378,OVA,1,Finished Airing,,2010,asread.,Shounen
One Outs,214,953,8.33,110192.0,225844,3900,TV,25,Finished Airing,Fall,2008,Madhouse,Seinen
Hello World,1704,954,7.51,99383.0,225608,1292,Movie,1,Finished Airing,,2019,Graphinica,
Sabikui Bisco,3281,955,7.17,88795.0,225283,1373,TV,12,Finished Airing,Winter,2022,Others,
Punch Line,4416,956,6.92,91959.0,225168,627,TV,12,Finished Airing,Spring,2015,MAPPA,
"Maou-sama, Retry!",6323,957,6.55,119780.0,225174,597,TV,12,Finished Airing,Summer,2019,Others,
Bokura ga Ita,2760,958,7.26,97801.0,224894,1914,TV,26,Finished Airing,Summer,2006,Artland,Shoujo
Log Horizon: Entaku Houkai,3785,959,7.06,74220.0,224766,620,TV,12,Finished Airing,Winter,2021,Studio Deen,
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,960,8.92,127582.0,224701,2074,Movie,1,Finished Airing,,2013,Sunrise,Shounen
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,4597,961,6.88,131830.0,224603,161,Movie,1,Finished Airing,,2005,Pierrot,Shounen
Gochuumon wa Usagi desu ka?,1771,962,7.49,87846.0,224510,2137,TV,12,Finished Airing,Spring,2014,White Fox,
Kuragehime,428,963,8.12,105584.0,224146,4407,TV,11,Finished Airing,Fall,2010,"""Brains Base""",Josei
Binbougami ga!,1175,964,7.68,108230.0,224092,1194,TV,13,Finished Airing,Summer,2012,Sunrise,Shounen
Chihayafuru 2,180,965,8.39,123782.0,224049,1580,TV,25,Finished Airing,Winter,2013,Madhouse,Josei
Kidou Senshi Gundam: Tekketsu no Orphans,526,966,8.05,114035.0,223857,3005,TV,25,Finished Airing,Fall,2015,Sunrise,
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,1712,967,7.5,132357.0,223575,489,Movie,1,Finished Airing,,2008,Pierrot,Shounen
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,6795,968,6.48,103273.0,223276,1038,TV,12,Finished Airing,Spring,2021,ENGI,
Yowamushi Pedal,664,969,7.94,111414.0,223225,2279,TV,38,Finished Airing,Fall,2013,TMS Entertainment,Shounen
Nijiiro Days,2655,970,7.28,94733.0,222769,696,TV,24,Finished Airing,Winter,2016,Others,Shoujo
Ghost Hunt,997,971,7.76,98023.0,222770,2976,TV,25,Finished Airing,Fall,2006,J.C.Staff,
Edens Zero,2523,972,7.31,79205.0,222775,1834,TV,25,Finished Airing,Spring,2021,J.C.Staff,Shounen
Big Order (TV),12164,973,5.36,106098.0,222570,234,TV,10,Finished Airing,Spring,2016,asread.,Shounen
Sidonia no Kishi,1295,974,7.64,106958.0,222435,1429,TV,12,Finished Airing,Spring,2014,Others,Seinen
Terra Formars,4095,975,7.0,112642.0,222098,621,TV,13,Finished Airing,Fall,2014,LIDENFILMS,Seinen
Pokemon: The Origin,1072,976,7.73,150515.0,221766,645,Special,4,Finished Airing,,2013,Production I.G,Kids
Pokemon: The Origin,1072,976,7.73,150515.0,221766,645,Special,4,Finished Airing,,2013,Xebec,Kids
Pokemon: The Origin,1072,976,7.73,150515.0,221766,645,Special,4,Finished Airing,,2013,OLM,Kids
Mahou Shoujo Site,6530,977,6.52,90836.0,221227,1179,TV,12,Finished Airing,Spring,2018,Others,
Shadows House,939,978,7.79,87646.0,221160,1740,TV,13,Finished Airing,Spring,2021,CloverWorks,Seinen
Canaan,2908,979,7.23,84270.0,221057,891,TV,13,Finished Airing,Summer,2009,P.A. Works,Seinen
Grisaia no Meikyuu: Caprice no Mayu 0,833,980,7.84,131844.0,220921,673,Special,1,Finished Airing,,2015,8bit,
Dance in the Vampire Bund,4103,981,7.0,105971.0,220854,682,TV,12,Finished Airing,Winter,2010,Shaft,Seinen
Tsubasa Chronicle,1681,982,7.52,94507.0,220635,2009,TV,26,Finished Airing,Spring,2005,Others,Shounen
Isekai Quartet 2,2248,983,7.37,131479.0,220513,247,TV,12,Finished Airing,Winter,2020,Others,
Tonari no Seki-kun,1597,984,7.54,102388.0,220469,620,TV,21,Finished Airing,Winter,2014,Shin-Ei Animation,Seinen
Isekai Meikyuu de Harem wo,6192,985,6.58,92851.0,220477,1753,TV,12,Finished Airing,Summer,2022,Passione,
Tiger & Bunny,795,986,7.86,88415.0,219627,2948,TV,25,Finished Airing,Spring,2011,Sunrise,
Date A Live IV,920,987,7.8,65351.0,219560,3240,TV,12,Finished Airing,Spring,2022,Others,
Fumetsu no Anata e Season 2,523,988,8.05,34407.0,219456,1217,TV,20,Finished Airing,Fall,2022,Others,Shounen
Toaru Kagaku no Accelerator,3038,989,7.21,90765.0,219497,869,TV,12,Finished Airing,Summer,2019,J.C.Staff,
Chrno Crusade,1334,990,7.62,101984.0,219338,1931,TV,24,Finished Airing,Fall,2003,Gonzo,Shounen
Koi to Yobu ni wa Kimochi Warui,3340,991,7.15,100607.0,219317,1643,TV,12,Finished Airing,Spring,2021,Others,
Princess Lover!,5587,992,6.69,109863.0,219078,371,TV,12,Finished Airing,Summer,2009,GoHands,
Hayate no Gotoku!,1670,993,7.52,95332.0,219080,1582,TV,52,Finished Airing,Spring,2007,Others,Shounen
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,550,994,8.03,133380.0,218787,658,Movie,1,Finished Airing,,2008,ufotable,
"Fuufu Ijou, Koibito Miman.",1399,995,7.6,102548.0,218590,2165,TV,12,Finished Airing,Fall,2022,Others,Seinen
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,121,996,8.52,100739.0,218442,3072,TV,26,Finished Airing,Winter,2004,Production I.G,Seinen
Boogiepop wa Warawanai (2019),3687,997,7.08,65339.0,218396,792,TV,18,Finished Airing,Winter,2019,Madhouse,
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,581,998,8.0,71481.0,218318,2070,Movie,1,Finished Airing,,2021,A-1 Pictures,
Kujira no Kora wa Sajou ni Utau,3264,999,7.17,99705.0,217960,969,TV,12,Finished Airing,Fall,2017,J.C.Staff,Shoujo
Yuukoku no Moriarty Part 2,289,1000,8.26,96082.0,217913,2797,TV,13,Finished Airing,Spring,2021,Production I.G,Shounen
