Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Genres,Demographic
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Kinema Citrus,Adventure,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Kinema Citrus,Drama,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Kinema Citrus,Fantasy,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Kinema Citrus,Mystery,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Kinema Citrus,Sci-Fi,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Gainax,Action,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Gainax,Adventure,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Gainax,Award Winning,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Gainax,Sci-Fi,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,B.CMAY PICTURES,Action,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,B.CMAY PICTURES,Adventure,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,B.CMAY PICTURES,Drama,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,B.CMAY PICTURES,Fantasy,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,B.CMAY PICTURES,Mystery,
Natsume Yuujinchou Roku,76,1234,8.62,63062,173762,1024,TV,11,Finished Airing,Spring,2017,Shuka,Drama,Shoujo
Natsume Yuujinchou Roku,76,1234,8.62,63062,173762,1024,TV,11,Finished Airing,Spring,2017,Shuka,Slice of Life,Shoujo
Natsume Yuujinchou Roku,76,1234,8.62,63062,173762,1024,TV,11,Finished Airing,Spring,2017,Shuka,Supernatural,Shoujo
Ping Pong the Animation,77,567,8.62,170950,365812,14870,TV,11,Finished Airing,Spring,2014,Tatsunoko Production,Award Winning,Seinen
Ping Pong the Animation,77,567,8.62,170950,365812,14870,TV,11,Finished Airing,Spring,2014,Tatsunoko Production,Drama,Seinen
Ping Pong the Animation,77,567,8.62,170950,365812,14870,TV,11,Finished Airing,Spring,2014,Tatsunoko Production,Sports,Seinen
Shingeki no Kyojin Season 3,78,18,8.62,1457784,2143805,19362,TV,12,Finished Airing,Summer,2018,Wit Studio,Action,Shounen
Shingeki no Kyojin Season 3,78,18,8.62,1457784,2143805,19362,TV,12,Finished Airing,Summer,2018,Wit Studio,Drama,Shounen
Death Note,79,2,8.62,2563709,3632562,164655,TV,37,Finished Airing,Fall,2006,Madhouse,Supernatural,Shounen
Death Note,79,2,8.62,2563709,3632562,164655,TV,37,Finished Airing,Fall,2006,Madhouse,Suspense,Shounen
Cyberpunk: Edgerunners,80,401,8.61,324854,490987,16207,ONA,10,Finished Airing,,2022,Trigger,Action,
Cyberpunk: Edgerunners,80,401,8.61,324854,490987,16207,ONA,10,Finished Airing,,2022,Trigger,Sci-Fi,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Others,Action,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Others,Award Winning,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Others,Drama,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Others,Sci-Fi,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Others,Suspense,
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,82,284,8.61,408050,644410,9741,Movie,1,Finished Airing,,2019,CloverWorks,Drama,
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,82,284,8.61,408050,644410,9741,Movie,1,Finished Airing,,2019,CloverWorks,Romance,
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,82,284,8.61,408050,644410,9741,Movie,1,Finished Airing,,2019,CloverWorks,Supernatural,
Suzumiya Haruhi no Shoushitsu,83,333,8.61,296717,581852,13067,Movie,1,Finished Airing,,2010,Kyoto Animation,Award Winning,
Suzumiya Haruhi no Shoushitsu,83,333,8.61,296717,581852,13067,Movie,1,Finished Airing,,2010,Kyoto Animation,Mystery,
Suzumiya Haruhi no Shoushitsu,83,333,8.61,296717,581852,13067,Movie,1,Finished Airing,,2010,Kyoto Animation,Sci-Fi,
Suzumiya Haruhi no Shoushitsu,83,333,8.61,296717,581852,13067,Movie,1,Finished Airing,,2010,Kyoto Animation,Supernatural,
Mushishi Zoku Shou: Suzu no Shizuku,84,1629,8.6,47566,120959,210,Movie,1,Finished Airing,,2015,Artland,Adventure,Seinen
Mushishi Zoku Shou: Suzu no Shizuku,84,1629,8.6,47566,120959,210,Movie,1,Finished Airing,,2015,Artland,Fantasy,Seinen
Mushishi Zoku Shou: Suzu no Shizuku,84,1629,8.6,47566,120959,210,Movie,1,Finished Airing,,2015,Artland,Mystery,Seinen
Mushishi Zoku Shou: Suzu no Shizuku,84,1629,8.6,47566,120959,210,Movie,1,Finished Airing,,2015,Artland,Slice of Life,Seinen
Mushishi Zoku Shou: Suzu no Shizuku,84,1629,8.6,47566,120959,210,Movie,1,Finished Airing,,2015,Artland,Supernatural,Seinen
Hajime no Ippo: Rising,85,921,8.59,129023,233980,1150,TV,25,Finished Airing,Fall,2013,Madhouse,,Shounen
Hajime no Ippo: Rising,85,921,8.59,129023,233980,1150,TV,25,Finished Airing,Fall,2013,MAPPA,,Shounen
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,86,154,8.58,616264,927397,29713,TV,39,Finished Airing,Fall,2018,David Production,Action,Shounen
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,86,154,8.58,616264,927397,29713,TV,39,Finished Airing,Fall,2018,David Production,Adventure,Shounen
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,86,154,8.58,616264,927397,29713,TV,39,Finished Airing,Fall,2018,David Production,Supernatural,Shounen
Kizumonogatari II: Nekketsu-hen,87,488,8.58,251635,416641,2248,Movie,1,Finished Airing,,2016,Shaft,Action,
Kizumonogatari II: Nekketsu-hen,87,488,8.58,251635,416641,2248,Movie,1,Finished Airing,,2016,Shaft,Mystery,
Kizumonogatari II: Nekketsu-hen,87,488,8.58,251635,416641,2248,Movie,1,Finished Airing,,2016,Shaft,Supernatural,
Natsume Yuujinchou San,88,903,8.58,111904,239471,1351,TV,13,Finished Airing,Summer,2011,"""Brains Base""",Drama,Shoujo
Natsume Yuujinchou San,88,903,8.58,111904,239471,1351,TV,13,Finished Airing,Summer,2011,"""Brains Base""",Slice of Life,Shoujo
Natsume Yuujinchou San,88,903,8.58,111904,239471,1351,TV,13,Finished Airing,Summer,2011,"""Brains Base""",Supernatural,Shoujo
Ookami Kodomo no Ame to Yuki,89,219,8.58,436775,770494,10972,Movie,1,Finished Airing,,2012,Others,Award Winning,
Ookami Kodomo no Ame to Yuki,89,219,8.58,436775,770494,10972,Movie,1,Finished Airing,,2012,Others,Fantasy,
Ookami Kodomo no Ame to Yuki,89,219,8.58,436775,770494,10972,Movie,1,Finished Airing,,2012,Others,Slice of Life,
Natsume Yuujinchou Go,90,1238,8.57,69802,173071,793,TV,11,Finished Airing,Fall,2016,Shuka,Drama,Shoujo
Natsume Yuujinchou Go,90,1238,8.57,69802,173071,793,TV,11,Finished Airing,Fall,2016,Shuka,Slice of Life,Shoujo
Natsume Yuujinchou Go,90,1238,8.57,69802,173071,793,TV,11,Finished Airing,Fall,2016,Shuka,Supernatural,Shoujo
Shouwa Genroku Rakugo Shinjuu,91,785,8.57,90132,277394,5652,TV,13,Finished Airing,Winter,2016,Studio Deen,,Josei
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,92,1060,8.57,95394,203606,930,Movie,1,Finished Airing,,2009,Gainax,Action,
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,92,1060,8.57,95394,203606,930,Movie,1,Finished Airing,,2009,Gainax,Sci-Fi,
Yojouhan Shinwa Taikei,93,483,8.57,135901,419864,17418,TV,11,Finished Airing,Spring,2010,Madhouse,Award Winning,
Yojouhan Shinwa Taikei,93,483,8.57,135901,419864,17418,TV,11,Finished Airing,Spring,2010,Madhouse,Comedy,
Yojouhan Shinwa Taikei,93,483,8.57,135901,419864,17418,TV,11,Finished Airing,Spring,2010,Madhouse,Mystery,
Yojouhan Shinwa Taikei,93,483,8.57,135901,419864,17418,TV,11,Finished Airing,Spring,2010,Madhouse,Romance,
Ousama Ranking,94,359,8.56,275778,538258,11471,TV,23,Finished Airing,Fall,2021,Wit Studio,Adventure,
Ousama Ranking,94,359,8.56,275778,538258,11471,TV,23,Finished Airing,Fall,2021,Wit Studio,Fantasy,
Fate/Zero 2nd Season,95,128,8.56,673439,1056717,19929,TV,12,Finished Airing,Spring,2012,ufotable,Action,
Fate/Zero 2nd Season,95,128,8.56,673439,1056717,19929,TV,12,Finished Airing,Spring,2012,ufotable,Fantasy,
Fate/Zero 2nd Season,95,128,8.56,673439,1056717,19929,TV,12,Finished Airing,Spring,2012,ufotable,Supernatural,
Fruits Basket 2nd Season,96,443,8.56,226945,452374,5549,TV,25,Finished Airing,Spring,2020,TMS Entertainment,Drama,Shoujo
Fruits Basket 2nd Season,96,443,8.56,226945,452374,5549,TV,25,Finished Airing,Spring,2020,TMS Entertainment,Romance,Shoujo
Fruits Basket 2nd Season,96,443,8.56,226945,452374,5549,TV,25,Finished Airing,Spring,2020,TMS Entertainment,Supernatural,Shoujo
Karakai Jouzu no Takagi-san Movie,97,2833,8.56,15712,50079,550,Movie,1,Finished Airing,,2022,Shin-Ei Animation,,Shounen
Kenpuu Denki Berserk,98,328,8.56,313931,589412,24527,TV,25,Finished Airing,Fall,1997,OLM,Action,Seinen
Kenpuu Denki Berserk,98,328,8.56,313931,589412,24527,TV,25,Finished Airing,Fall,1997,OLM,Adventure,Seinen
Kenpuu Denki Berserk,98,328,8.56,313931,589412,24527,TV,25,Finished Airing,Fall,1997,OLM,Drama,Seinen
Kenpuu Denki Berserk,98,328,8.56,313931,589412,24527,TV,25,Finished Airing,Fall,1997,OLM,Fantasy,Seinen
Kenpuu Denki Berserk,98,328,8.56,313931,589412,24527,TV,25,Finished Airing,Fall,1997,OLM,Horror,Seinen
Kimi no Suizou wo Tabetai,99,176,8.56,514804,863453,18947,Movie,1,Finished Airing,,2018,Others,Drama,
Kimi no Suizou wo Tabetai,99,176,8.56,514804,863453,18947,Movie,1,Finished Airing,,2018,Others,Romance,
Haikyuu!! To the Top Part 2,100,236,8.55,428865,731175,5828,TV,12,Finished Airing,Fall,2020,Production I.G,,Shounen
Zoku Natsume Yuujinchou,101,913,8.55,119303,236147,1397,TV,13,Finished Airing,Winter,2009,"""Brains Base""",Drama,Shoujo
Zoku Natsume Yuujinchou,101,913,8.55,119303,236147,1397,TV,13,Finished Airing,Winter,2009,"""Brains Base""",Slice of Life,Shoujo
Zoku Natsume Yuujinchou,101,913,8.55,119303,236147,1397,TV,13,Finished Airing,Winter,2009,"""Brains Base""",Supernatural,Shoujo
Neon Genesis Evangelion: The End of Evangelion,102,178,8.55,570041,855332,26534,Movie,1,Finished Airing,,1997,Gainax,Avant Garde,
Neon Genesis Evangelion: The End of Evangelion,102,178,8.55,570041,855332,26534,Movie,1,Finished Airing,,1997,Gainax,Drama,
Neon Genesis Evangelion: The End of Evangelion,102,178,8.55,570041,855332,26534,Movie,1,Finished Airing,,1997,Gainax,Sci-Fi,
Neon Genesis Evangelion: The End of Evangelion,102,178,8.55,570041,855332,26534,Movie,1,Finished Airing,,1997,Production I.G,Avant Garde,
Neon Genesis Evangelion: The End of Evangelion,102,178,8.55,570041,855332,26534,Movie,1,Finished Airing,,1997,Production I.G,Drama,
Neon Genesis Evangelion: The End of Evangelion,102,178,8.55,570041,855332,26534,Movie,1,Finished Airing,,1997,Production I.G,Sci-Fi,
Mushishi: Hihamukage,103,1526,8.54,63369,131238,180,Special,1,Finished Airing,,2014,Artland,Adventure,Seinen
Mushishi: Hihamukage,103,1526,8.54,63369,131238,180,Special,1,Finished Airing,,2014,Artland,Fantasy,Seinen
Mushishi: Hihamukage,103,1526,8.54,63369,131238,180,Special,1,Finished Airing,,2014,Artland,Mystery,Seinen
Mushishi: Hihamukage,103,1526,8.54,63369,131238,180,Special,1,Finished Airing,,2014,Artland,Slice of Life,Seinen
Mushishi: Hihamukage,103,1526,8.54,63369,131238,180,Special,1,Finished Airing,,2014,Artland,Supernatural,Seinen
Slam Dunk,104,790,8.54,125961,275807,6688,TV,101,Finished Airing,Fall,1993,Toei Animation,,Shounen
Bakuman. 3rd Season,105,671,8.54,186689,317247,2916,TV,25,Finished Airing,Fall,2012,J.C.Staff,Comedy,Shounen
Bakuman. 3rd Season,105,671,8.54,186689,317247,2916,TV,25,Finished Airing,Fall,2012,J.C.Staff,Drama,Shounen
Bakuman. 3rd Season,105,671,8.54,186689,317247,2916,TV,25,Finished Airing,Fall,2012,J.C.Staff,Romance,Shounen
Kara no Kyoukai Movie 5: Mujun Rasen,106,946,8.53,126305,227693,4454,Movie,1,Finished Airing,,2008,ufotable,Action,
Kara no Kyoukai Movie 5: Mujun Rasen,106,946,8.53,126305,227693,4454,Movie,1,Finished Airing,,2008,ufotable,Drama,
Kara no Kyoukai Movie 5: Mujun Rasen,106,946,8.53,126305,227693,4454,Movie,1,Finished Airing,,2008,ufotable,Mystery,
Kara no Kyoukai Movie 5: Mujun Rasen,106,946,8.53,126305,227693,4454,Movie,1,Finished Airing,,2008,ufotable,Romance,
Kara no Kyoukai Movie 5: Mujun Rasen,106,946,8.53,126305,227693,4454,Movie,1,Finished Airing,,2008,ufotable,Supernatural,
Kara no Kyoukai Movie 5: Mujun Rasen,106,946,8.53,126305,227693,4454,Movie,1,Finished Airing,,2008,ufotable,Suspense,
Nana,107,322,8.53,229153,601621,26315,TV,47,Finished Airing,Spring,2006,Madhouse,Drama,Shoujo
Nana,107,322,8.53,229153,601621,26315,TV,47,Finished Airing,Spring,2006,Madhouse,Romance,Shoujo
Perfect Blue,108,297,8.53,334939,628595,17000,Movie,1,Finished Airing,,1998,Madhouse,Avant Garde,
Perfect Blue,108,297,8.53,334939,628595,17000,Movie,1,Finished Airing,,1998,Madhouse,Drama,
Perfect Blue,108,297,8.53,334939,628595,17000,Movie,1,Finished Airing,,1998,Madhouse,Horror,
Road of Naruto,109,4330,8.53,13509,21530,90,ONA,1,Finished Airing,,2022,Pierrot,Action,Shounen
Road of Naruto,109,4330,8.53,13509,21530,90,ONA,1,Finished Airing,,2022,Pierrot,Fantasy,Shounen
Shingeki no Kyojin,110,1,8.53,2599935,3657340,160121,TV,25,Finished Airing,Spring,2013,Wit Studio,Action,Shounen
Shingeki no Kyojin,110,1,8.53,2599935,3657340,160121,TV,25,Finished Airing,Spring,2013,Wit Studio,Award Winning,Shounen
Shingeki no Kyojin,110,1,8.53,2599935,3657340,160121,TV,25,Finished Airing,Spring,2013,Wit Studio,Drama,Shounen
Shingeki no Kyojin,110,1,8.53,2599935,3657340,160121,TV,25,Finished Airing,Spring,2013,Wit Studio,Suspense,Shounen
Shoujo☆Kageki Revue Starlight Movie,111,5070,8.53,5636,14636,591,Movie,1,Finished Airing,,2021,Kinema Citrus,,
Sora yori mo Tooi Basho,112,426,8.53,202411,468590,13317,TV,13,Finished Airing,Winter,2018,Madhouse,Adventure,
Sora yori mo Tooi Basho,112,426,8.53,202411,468590,13317,TV,13,Finished Airing,Winter,2018,Madhouse,Comedy,
Sora yori mo Tooi Basho,112,426,8.53,202411,468590,13317,TV,13,Finished Airing,Winter,2018,Madhouse,Drama,
Steins;Gate 0,113,191,8.53,391636,811881,11174,TV,23,Finished Airing,Spring,2018,White Fox,Drama,
Steins;Gate 0,113,191,8.53,391636,811881,11174,TV,23,Finished Airing,Spring,2018,White Fox,Sci-Fi,
Steins;Gate 0,113,191,8.53,391636,811881,11174,TV,23,Finished Airing,Spring,2018,White Fox,Suspense,
Summertime Render,114,527,8.53,137904,389737,6238,TV,25,Finished Airing,Spring,2022,OLM,Mystery,Shounen
Summertime Render,114,527,8.53,137904,389737,6238,TV,25,Finished Airing,Spring,2022,OLM,Supernatural,Shounen
Summertime Render,114,527,8.53,137904,389737,6238,TV,25,Finished Airing,Spring,2022,OLM,Suspense,Shounen
Yuru Camp△ Season 2,115,1082,8.53,81975,199655,2823,TV,13,Finished Airing,Winter,2021,Others,,
Yakusoku no Neverland,116,38,8.52,1192059,1820760,31935,TV,12,Finished Airing,Winter,2019,CloverWorks,Mystery,Shounen
Yakusoku no Neverland,116,38,8.52,1192059,1820760,31935,TV,12,Finished Airing,Winter,2019,CloverWorks,Sci-Fi,Shounen
Yakusoku no Neverland,116,38,8.52,1192059,1820760,31935,TV,12,Finished Airing,Winter,2019,CloverWorks,Suspense,Shounen
Gintama Movie 1: Shinyaku Benizakura-hen,117,1363,8.52,89395,154148,599,Movie,1,Finished Airing,,2010,Sunrise,Action,Shounen
Gintama Movie 1: Shinyaku Benizakura-hen,117,1363,8.52,89395,154148,599,Movie,1,Finished Airing,,2010,Sunrise,Comedy,Shounen
Gintama Movie 1: Shinyaku Benizakura-hen,117,1363,8.52,89395,154148,599,Movie,1,Finished Airing,,2010,Sunrise,Sci-Fi,Shounen
Gintama.: Porori-hen,118,1144,8.52,94313,186828,868,TV,13,Finished Airing,Fall,2017,Bandai Namco Pictures,Action,Shounen
Gintama.: Porori-hen,118,1144,8.52,94313,186828,868,TV,13,Finished Airing,Fall,2017,Bandai Namco Pictures,Comedy,Shounen
Gintama.: Porori-hen,118,1144,8.52,94313,186828,868,TV,13,Finished Airing,Fall,2017,Bandai Namco Pictures,Sci-Fi,Shounen
Kimetsu no Yaiba,119,7,8.52,1871120,2706616,85956,TV,26,Finished Airing,Spring,2019,ufotable,Action,Shounen
Kimetsu no Yaiba,119,7,8.52,1871120,2706616,85956,TV,26,Finished Airing,Spring,2019,ufotable,Award Winning,Shounen
Kimetsu no Yaiba,119,7,8.52,1871120,2706616,85956,TV,26,Finished Airing,Spring,2019,ufotable,Fantasy,Shounen
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,120,994,8.52,100624,218148,3067,TV,26,Finished Airing,Winter,2004,Production I.G,Action,Seinen
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,120,994,8.52,100624,218148,3067,TV,26,Finished Airing,Winter,2004,Production I.G,Mystery,Seinen
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,120,994,8.52,100624,218148,3067,TV,26,Finished Airing,Winter,2004,Production I.G,Sci-Fi,Seinen
Samurai Champloo,121,104,8.51,601579,1164082,35419,TV,26,Finished Airing,Spring,2004,Manglobe,Action,
Samurai Champloo,121,104,8.51,601579,1164082,35419,TV,26,Finished Airing,Spring,2004,Manglobe,Adventure,
Samurai Champloo,121,104,8.51,601579,1164082,35419,TV,26,Finished Airing,Spring,2004,Manglobe,Comedy,
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,122,595,8.51,204839,353609,3328,Movie,1,Finished Airing,,2019,ufotable,Action,
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,122,595,8.51,204839,353609,3328,Movie,1,Finished Airing,,2019,ufotable,Fantasy,
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,122,595,8.51,204839,353609,3328,Movie,1,Finished Airing,,2019,ufotable,Supernatural,
Hotaru no Haka,123,306,8.51,369906,621294,7382,Movie,1,Finished Airing,,1988,Studio Ghibli,,
Ansatsu Kyoushitsu 2nd Season,124,85,8.5,826665,1328783,17136,TV,25,Finished Airing,Winter,2016,Lerche,Action,Shounen
Ansatsu Kyoushitsu 2nd Season,124,85,8.5,826665,1328783,17136,TV,25,Finished Airing,Winter,2016,Lerche,Comedy,Shounen
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,125,131,8.5,704923,1024630,37196,TV,39,Finished Airing,Spring,2016,David Production,Action,Shounen
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,125,131,8.5,704923,1024630,37196,TV,39,Finished Airing,Spring,2016,David Production,Adventure,Shounen
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,125,131,8.5,704923,1024630,37196,TV,39,Finished Airing,Spring,2016,David Production,Supernatural,Shounen
Uchuu Kyoudai,126,1155,8.5,50686,184123,3775,TV,99,Finished Airing,Spring,2012,A-1 Pictures,Comedy,Seinen
Uchuu Kyoudai,126,1155,8.5,50686,184123,3775,TV,99,Finished Airing,Spring,2012,A-1 Pictures,Sci-Fi,Seinen
One Punch Man,127,4,8.5,2083728,2989244,61289,TV,12,Finished Airing,Fall,2015,Madhouse,Action,Seinen
One Punch Man,127,4,8.5,2083728,2989244,61289,TV,12,Finished Airing,Fall,2015,Madhouse,Comedy,Seinen
Shingeki no Kyojin Season 2,128,12,8.5,1713429,2498716,20489,TV,12,Finished Airing,Spring,2017,Wit Studio,Action,Shounen
Shingeki no Kyojin Season 2,128,12,8.5,1713429,2498716,20489,TV,12,Finished Airing,Spring,2017,Wit Studio,Drama,Shounen
Shingeki no Kyojin Season 2,128,12,8.5,1713429,2498716,20489,TV,12,Finished Airing,Spring,2017,Wit Studio,Suspense,Shounen
Mob Psycho 100,129,33,8.49,1168553,1904577,44214,TV,12,Finished Airing,Summer,2016,Bones,Action,
Mob Psycho 100,129,33,8.49,1168553,1904577,44214,TV,12,Finished Airing,Summer,2016,Bones,Comedy,
Mob Psycho 100,129,33,8.49,1168553,1904577,44214,TV,12,Finished Airing,Summer,2016,Bones,Supernatural,
Aria the Origination,130,1623,8.49,30301,121595,4002,TV,13,Finished Airing,Winter,2008,Hal Film Maker,Fantasy,Shounen
Aria the Origination,130,1623,8.49,30301,121595,4002,TV,13,Finished Airing,Winter,2008,Hal Film Maker,Sci-Fi,Shounen
Aria the Origination,130,1623,8.49,30301,121595,4002,TV,13,Finished Airing,Winter,2008,Hal Film Maker,Slice of Life,Shounen
Banana Fish,131,203,8.49,338618,786781,28392,TV,24,Finished Airing,Summer,2018,MAPPA,Action,Shoujo
Banana Fish,131,203,8.49,338618,786781,28392,TV,24,Finished Airing,Summer,2018,MAPPA,Adventure,Shoujo
Banana Fish,131,203,8.49,338618,786781,28392,TV,24,Finished Airing,Summer,2018,MAPPA,Drama,Shoujo
Banana Fish,131,203,8.49,338618,786781,28392,TV,24,Finished Airing,Summer,2018,MAPPA,Suspense,Shoujo
Jujutsu Kaisen 0 Movie,132,285,8.49,323171,643546,8354,Movie,1,Finished Airing,,2021,MAPPA,Action,Shounen
Jujutsu Kaisen 0 Movie,132,285,8.49,323171,643546,8354,Movie,1,Finished Airing,,2021,MAPPA,Fantasy,Shounen
Rainbow: Nisha Rokubou no Shichinin,133,550,8.48,149802,375206,8177,TV,26,Finished Airing,Spring,2010,Madhouse,Drama,Seinen
Rainbow: Nisha Rokubou no Shichinin,133,550,8.48,149802,375206,8177,TV,26,Finished Airing,Spring,2010,Madhouse,Suspense,Seinen
Yuru Camp△ Movie,134,2554,8.48,12884,60742,304,Movie,1,Finished Airing,,2022,Others,,
Chihayafuru 3,135,1547,8.47,56427,129005,1413,TV,24,Finished Airing,Fall,2019,Madhouse,Drama,Josei
Chihayafuru 3,135,1547,8.47,56427,129005,1413,TV,24,Finished Airing,Fall,2019,Madhouse,Sports,Josei
Fruits Basket: Prelude,136,2104,8.47,25216,83879,705,Movie,1,Finished Airing,,2022,TMS Entertainment,Drama,Shoujo
Fruits Basket: Prelude,136,2104,8.47,25216,83879,705,Movie,1,Finished Airing,,2022,TMS Entertainment,Romance,Shoujo
Gintama: The Semi-Final,137,2437,8.47,32272,65919,229,Special,2,Finished Airing,,2021,Bandai Namco Pictures,Action,Shounen
Gintama: The Semi-Final,137,2437,8.47,32272,65919,229,Special,2,Finished Airing,,2021,Bandai Namco Pictures,Comedy,Shounen
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,138,591,8.47,211463,355383,8187,Movie,1,Finished Airing,,2013,Shaft,Award Winning,
