Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Genres,Demographic
Mo Dao Zu Shi: Xian Yun Pian,156,1952,8.43,43177,94902,1133,ONA,8,Finished Airing,,2019,B.CMAY PICTURES,Drama,
Mo Dao Zu Shi: Xian Yun Pian,156,1952,8.43,43177,94902,1133,ONA,8,Finished Airing,,2019,B.CMAY PICTURES,Fantasy,
Mo Dao Zu Shi: Xian Yun Pian,156,1952,8.43,43177,94902,1133,ONA,8,Finished Airing,,2019,B.CMAY PICTURES,Mystery,
Mononoke,157,723,8.43,84089,298854,7503,TV,12,Finished Airing,Summer,2007,Toei Animation,Fantasy,
Mononoke,157,723,8.43,84089,298854,7503,TV,12,Finished Airing,Summer,2007,Toei Animation,Horror,
Mononoke,157,723,8.43,84089,298854,7503,TV,12,Finished Airing,Summer,2007,Toei Animation,Mystery,
Mononoke,157,723,8.43,84089,298854,7503,TV,12,Finished Airing,Summer,2007,Toei Animation,Supernatural,
Saiki Kusuo no Ψ-nan 2,158,329,8.43,350939,588113,3985,TV,24,Finished Airing,Winter,2018,J.C.Staff,Comedy,Shounen
Saiki Kusuo no Ψ-nan 2,158,329,8.43,350939,588113,3985,TV,24,Finished Airing,Winter,2018,J.C.Staff,Supernatural,Shounen
Saiki Kusuo no Ψ-nan 2,158,329,8.43,350939,588113,3985,TV,24,Finished Airing,Winter,2018,Egg Firm,Comedy,Shounen
Saiki Kusuo no Ψ-nan 2,158,329,8.43,350939,588113,3985,TV,24,Finished Airing,Winter,2018,Egg Firm,Supernatural,Shounen
Gintama: Yorinuki Gintama-san on Theater 2D,159,3135,8.43,15842,41734,43,Movie,2,Finished Airing,,2012,Sunrise,Action,Shounen
Gintama: Yorinuki Gintama-san on Theater 2D,159,3135,8.43,15842,41734,43,Movie,2,Finished Airing,,2012,Sunrise,Comedy,Shounen
Gintama: Yorinuki Gintama-san on Theater 2D,159,3135,8.43,15842,41734,43,Movie,2,Finished Airing,,2012,Sunrise,Sci-Fi,Shounen
Grand Blue,160,244,8.43,379424,708339,17878,TV,12,Finished Airing,Summer,2018,Others,,Seinen
Josee to Tora to Sakana-tachi,161,580,8.42,180621,360846,5423,Movie,1,Finished Airing,,2020,Bones,Drama,
Josee to Tora to Sakana-tachi,161,580,8.42,180621,360846,5423,Movie,1,Finished Airing,,2020,Bones,Romance,
Saiki Kusuo no Ψ-nan,162,136,8.42,561556,1006739,26920,TV,120,Finished Airing,Summer,2016,J.C.Staff,Comedy,Shounen
Saiki Kusuo no Ψ-nan,162,136,8.42,561556,1006739,26920,TV,120,Finished Airing,Summer,2016,J.C.Staff,Supernatural,Shounen
Saiki Kusuo no Ψ-nan,162,136,8.42,561556,1006739,26920,TV,120,Finished Airing,Summer,2016,Egg Firm,Comedy,Shounen
Saiki Kusuo no Ψ-nan,162,136,8.42,561556,1006739,26920,TV,120,Finished Airing,Summer,2016,Egg Firm,Supernatural,Shounen
Vivy: Fluorite Eye's Song,163,412,8.42,214444,477657,9712,TV,13,Finished Airing,Spring,2021,Wit Studio,Action,
Vivy: Fluorite Eye's Song,163,412,8.42,214444,477657,9712,TV,13,Finished Airing,Spring,2021,Wit Studio,Sci-Fi,
Vivy: Fluorite Eye's Song,163,412,8.42,214444,477657,9712,TV,13,Finished Airing,Spring,2021,Wit Studio,Suspense,
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,164,543,8.41,219280,376575,1400,Movie,1,Finished Airing,,2019,Kyoto Animation,Drama,
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,164,543,8.41,219280,376575,1400,Movie,1,Finished Airing,,2019,Kyoto Animation,Fantasy,
Wu Liuqi: Xuanwu Guo Pian,165,2864,8.41,26610,49204,714,ONA,10,Finished Airing,,2021,Others,Action,
Wu Liuqi: Xuanwu Guo Pian,165,2864,8.41,26610,49204,714,ONA,10,Finished Airing,,2021,Others,Adventure,
Wu Liuqi: Xuanwu Guo Pian,165,2864,8.41,26610,49204,714,ONA,10,Finished Airing,,2021,Others,Comedy,
Wu Liuqi: Xuanwu Guo Pian,165,2864,8.41,26610,49204,714,ONA,10,Finished Airing,,2021,Others,Drama,
Wu Liuqi: Xuanwu Guo Pian,165,2864,8.41,26610,49204,714,ONA,10,Finished Airing,,2021,Others,Mystery,
Hunter x Hunter,166,354,8.41,270010,553714,10280,TV,62,Finished Airing,Fall,1999,Nippon Animation,Action,Shounen
Hunter x Hunter,166,354,8.41,270010,553714,10280,TV,62,Finished Airing,Fall,1999,Nippon Animation,Adventure,Shounen
Hunter x Hunter,166,354,8.41,270010,553714,10280,TV,62,Finished Airing,Fall,1999,Nippon Animation,Fantasy,Shounen
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,167,54,8.41,996597,1581504,36589,TV,12,Finished Airing,Winter,2019,A-1 Pictures,,Seinen
Major S5,168,2389,8.41,39830,68068,618,TV,25,Finished Airing,Winter,2009,SynergySP,,Shounen
Natsume Yuujinchou Movie: Utsusemi ni Musubu,169,2442,8.41,22707,65625,182,Movie,1,Finished Airing,,2018,Shuka,Drama,Shoujo
Natsume Yuujinchou Movie: Utsusemi ni Musubu,169,2442,8.41,22707,65625,182,Movie,1,Finished Airing,,2018,Shuka,Slice of Life,Shoujo
Natsume Yuujinchou Movie: Utsusemi ni Musubu,169,2442,8.41,22707,65625,182,Movie,1,Finished Airing,,2018,Shuka,Supernatural,Shoujo
Shingeki no Kyojin: Kuinaki Sentaku,170,413,8.41,284592,476213,1824,OVA,2,Finished Airing,,2014,Wit Studio,,
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,171,526,8.4,171578,390872,6786,Movie,1,Finished Airing,,2018,P.A. Works,Drama,
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,171,526,8.4,171578,390872,6786,Movie,1,Finished Airing,,2018,P.A. Works,Fantasy,
Gintama°: Aizome Kaori-hen,172,2165,8.4,42036,79918,130,OVA,2,Finished Airing,,2016,Bandai Namco Pictures,,Shounen
Houseki no Kuni,173,479,8.4,180660,423263,12325,TV,12,Finished Airing,Fall,2017,Others,Action,Seinen
Houseki no Kuni,173,479,8.4,180660,423263,12325,TV,12,Finished Airing,Fall,2017,Others,Drama,Seinen
Houseki no Kuni,173,479,8.4,180660,423263,12325,TV,12,Finished Airing,Fall,2017,Others,Fantasy,Seinen
Houseki no Kuni,173,479,8.4,180660,423263,12325,TV,12,Finished Airing,Fall,2017,Others,Mystery,Seinen
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),174,1091,8.4,107271,197847,2266,Movie,1,Finished Airing,,2009,ufotable,Action,
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),174,1091,8.4,107271,197847,2266,Movie,1,Finished Airing,,2009,ufotable,Mystery,
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),174,1091,8.4,107271,197847,2266,Movie,1,Finished Airing,,2009,ufotable,Romance,
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),174,1091,8.4,107271,197847,2266,Movie,1,Finished Airing,,2009,ufotable,Supernatural,
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),174,1091,8.4,107271,197847,2266,Movie,1,Finished Airing,,2009,ufotable,Suspense,
Kaze ga Tsuyoku Fuiteiru,175,775,8.4,127830,279627,5706,TV,23,Finished Airing,Fall,2018,Production I.G,Drama,
Kaze ga Tsuyoku Fuiteiru,175,775,8.4,127830,279627,5706,TV,23,Finished Airing,Fall,2018,Production I.G,Sports,
Chihayafuru 2,176,963,8.39,123575,223672,1579,TV,25,Finished Airing,Winter,2013,Madhouse,Drama,Josei
Chihayafuru 2,176,963,8.39,123575,223672,1579,TV,25,Finished Airing,Winter,2013,Madhouse,Sports,Josei
Cross Game,177,1651,8.39,48911,119398,2973,TV,50,Finished Airing,Spring,2009,SynergySP,Drama,Shounen
Cross Game,177,1651,8.39,48911,119398,2973,TV,50,Finished Airing,Spring,2009,SynergySP,Romance,Shounen
Cross Game,177,1651,8.39,48911,119398,2973,TV,50,Finished Airing,Spring,2009,SynergySP,Sports,Shounen
Kamisama Hajimemashita: Kako-hen,178,1353,8.39,76359,155677,950,OVA,4,Finished Airing,,2015,TMS Entertainment,Comedy,Shoujo
Kamisama Hajimemashita: Kako-hen,178,1353,8.39,76359,155677,950,OVA,4,Finished Airing,,2015,TMS Entertainment,Fantasy,Shoujo
Kamisama Hajimemashita: Kako-hen,178,1353,8.39,76359,155677,950,OVA,4,Finished Airing,,2015,TMS Entertainment,Romance,Shoujo
Kimetsu no Yaiba: Mugen Ressha-hen,179,340,8.39,331172,571822,3676,TV,7,Finished Airing,Fall,2021,ufotable,Action,Shounen
Kimetsu no Yaiba: Mugen Ressha-hen,179,340,8.39,331172,571822,3676,TV,7,Finished Airing,Fall,2021,ufotable,Fantasy,Shounen
Natsume Yuujinchou Roku Specials,180,3066,8.39,18890,43217,67,Special,2,Finished Airing,,2017,Shuka,Drama,Shoujo
Natsume Yuujinchou Roku Specials,180,3066,8.39,18890,43217,67,Special,2,Finished Airing,,2017,Shuka,Slice of Life,Shoujo
Natsume Yuujinchou Roku Specials,180,3066,8.39,18890,43217,67,Special,2,Finished Airing,,2017,Shuka,Supernatural,Shoujo
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,8bit,Action,
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,8bit,Adventure,
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,8bit,Comedy,
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,8bit,Fantasy,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Others,Action,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Others,Adventure,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Others,Drama,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Others,Supernatural,
Non Non Biyori Nonstop,183,1734,8.38,41278,112626,896,TV,12,Finished Airing,Winter,2021,SILVER LINK.,,Seinen
3-gatsu no Lion,184,288,8.38,265537,641110,14912,TV,22,Finished Airing,Fall,2016,Shaft,Drama,Seinen
3-gatsu no Lion,184,288,8.38,265537,641110,14912,TV,22,Finished Airing,Fall,2016,Shaft,Slice of Life,Seinen
Barakamon,185,298,8.38,323159,627912,12435,TV,12,Finished Airing,Summer,2014,Kinema Citrus,,
Cowboy Bebop: Tengoku no Tobira,186,594,8.38,202387,353743,1403,Movie,1,Finished Airing,,2001,Bones,Action,
Cowboy Bebop: Tengoku no Tobira,186,594,8.38,202387,353743,1403,Movie,1,Finished Airing,,2001,Bones,Sci-Fi,
Kage no Jitsuryokusha ni Naritakute!,187,539,8.38,146735,377699,7425,TV,20,Finished Airing,Fall,2022,Others,Action,
Kage no Jitsuryokusha ni Naritakute!,187,539,8.38,146735,377699,7425,TV,20,Finished Airing,Fall,2022,Others,Comedy,
Kage no Jitsuryokusha ni Naritakute!,187,539,8.38,146735,377699,7425,TV,20,Finished Airing,Fall,2022,Others,Fantasy,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Action,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Comedy,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Mystery,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Supernatural,
Fumetsu no Anata e,189,206,8.37,321413,782856,13214,TV,20,Finished Airing,Spring,2021,"""Brains Base""",Adventure,Shounen
Fumetsu no Anata e,189,206,8.37,321413,782856,13214,TV,20,Finished Airing,Spring,2021,"""Brains Base""",Drama,Shounen
Fumetsu no Anata e,189,206,8.37,321413,782856,13214,TV,20,Finished Airing,Spring,2021,"""Brains Base""",Supernatural,Shounen
Usagi Drop,190,415,8.37,234204,473664,5971,TV,11,Finished Airing,Summer,2011,Production I.G,,Josei
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,191,273,8.37,358744,663495,13308,TV,12,Finished Airing,Summer,2020,feel.,Comedy,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,191,273,8.37,358744,663495,13308,TV,12,Finished Airing,Summer,2020,feel.,Romance,
Yoru ni Kakeru,192,4792,8.37,10703,17084,84,Music,1,Finished Airing,,2019,Others,,
Kizumonogatari I: Tekketsu-hen,193,398,8.37,266061,496951,3329,Movie,1,Finished Airing,,2016,Shaft,Action,
Kizumonogatari I: Tekketsu-hen,193,398,8.37,266061,496951,3329,Movie,1,Finished Airing,,2016,Shaft,Mystery,
Kizumonogatari I: Tekketsu-hen,193,398,8.37,266061,496951,3329,Movie,1,Finished Airing,,2016,Shaft,Supernatural,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Kinema Citrus,Adventure,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Kinema Citrus,Drama,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Kinema Citrus,Fantasy,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Kinema Citrus,Mystery,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Kinema Citrus,Sci-Fi,
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,195,1113,8.37,96062,192779,1017,Movie,1,Finished Airing,,2012,Shaft,Drama,
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,195,1113,8.37,96062,192779,1017,Movie,1,Finished Airing,,2012,Shaft,Suspense,
Mushoku Tensei: Isekai Ittara Honki Dasu,196,120,8.37,668006,1100514,27115,TV,11,Finished Airing,Winter,2021,Others,Drama,
Mushoku Tensei: Isekai Ittara Honki Dasu,196,120,8.37,668006,1100514,27115,TV,11,Finished Airing,Winter,2021,Others,Fantasy,
Mushoku Tensei: Isekai Ittara Honki Dasu,196,120,8.37,668006,1100514,27115,TV,11,Finished Airing,Winter,2021,Others,Ecchi,
Mahou Shoujo Madoka★Magica,197,97,8.36,711566,1213062,51733,TV,12,Finished Airing,Winter,2011,Shaft,Award Winning,
Mahou Shoujo Madoka★Magica,197,97,8.36,711566,1213062,51733,TV,12,Finished Airing,Winter,2011,Shaft,Drama,
Mahou Shoujo Madoka★Magica,197,97,8.36,711566,1213062,51733,TV,12,Finished Airing,Winter,2011,Shaft,Suspense,
Haikyuu!! To the Top,198,179,8.36,521949,851458,4957,TV,13,Finished Airing,Winter,2020,Production I.G,,Shounen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Madhouse,Action,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Madhouse,Horror,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Madhouse,Supernatural,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Satelight,Action,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Satelight,Horror,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Satelight,Supernatural,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Others,Action,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Others,Horror,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Others,Supernatural,Seinen
Kaze no Tani no Nausicaä,200,604,8.36,218689,349209,4792,Movie,1,Finished Airing,,1984,Others,Adventure,
Kaze no Tani no Nausicaä,200,604,8.36,218689,349209,4792,Movie,1,Finished Airing,,1984,Others,Award Winning,
Kaze no Tani no Nausicaä,200,604,8.36,218689,349209,4792,Movie,1,Finished Airing,,1984,Others,Fantasy,
Bakuman. 2nd Season,201,624,8.35,204492,339866,1361,TV,25,Finished Airing,Fall,2011,J.C.Staff,Comedy,Shounen
Bakuman. 2nd Season,201,624,8.35,204492,339866,1361,TV,25,Finished Airing,Fall,2011,J.C.Staff,Drama,Shounen
Bakuman. 2nd Season,201,624,8.35,204492,339866,1361,TV,25,Finished Airing,Fall,2011,J.C.Staff,Romance,Shounen
Gintama: Shiroyasha Koutan,202,2430,8.35,32623,66331,87,Special,1,Finished Airing,,2008,Sunrise,Action,
Gintama: Shiroyasha Koutan,202,2430,8.35,32623,66331,87,Special,1,Finished Airing,,2008,Sunrise,Comedy,
Gintama: Shiroyasha Koutan,202,2430,8.35,32623,66331,87,Special,1,Finished Airing,,2008,Sunrise,Sci-Fi,
K-On! Movie,203,692,8.35,183012,311060,2614,Movie,1,Finished Airing,,2011,Kyoto Animation,Award Winning,
K-On! Movie,203,692,8.35,183012,311060,2614,Movie,1,Finished Airing,,2011,Kyoto Animation,Comedy,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,204,135,8.35,580680,1013084,11148,TV,13,Finished Airing,Summer,2020,White Fox,Drama,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,204,135,8.35,580680,1013084,11148,TV,13,Finished Airing,Summer,2020,White Fox,Fantasy,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,204,135,8.35,580680,1013084,11148,TV,13,Finished Airing,Summer,2020,White Fox,Suspense,
Spy x Family Part 2,205,260,8.35,302052,686701,6451,TV,13,Finished Airing,Fall,2022,Wit Studio,Action,Shounen
Spy x Family Part 2,205,260,8.35,302052,686701,6451,TV,13,Finished Airing,Fall,2022,Wit Studio,Comedy,Shounen
Spy x Family Part 2,205,260,8.35,302052,686701,6451,TV,13,Finished Airing,Fall,2022,CloverWorks,Action,Shounen
Spy x Family Part 2,205,260,8.35,302052,686701,6451,TV,13,Finished Airing,Fall,2022,CloverWorks,Comedy,Shounen
Kiseijuu: Sei no Kakuritsu,206,42,8.34,1080183,1743917,33005,TV,24,Finished Airing,Fall,2014,Madhouse,Action,Seinen
Kiseijuu: Sei no Kakuritsu,206,42,8.34,1080183,1743917,33005,TV,24,Finished Airing,Fall,2014,Madhouse,Horror,Seinen
Kiseijuu: Sei no Kakuritsu,206,42,8.34,1080183,1743917,33005,TV,24,Finished Airing,Fall,2014,Madhouse,Sci-Fi,Seinen
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Gainax,Action,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Gainax,Avant Garde,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Gainax,Award Winning,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Gainax,Drama,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Gainax,Sci-Fi,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Gainax,Suspense,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Action,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Avant Garde,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Award Winning,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Drama,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Sci-Fi,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Suspense,
Psycho-Pass,208,59,8.34,745219,1541765,37263,TV,22,Finished Airing,Fall,2012,Production I.G,Action,
Psycho-Pass,208,59,8.34,745219,1541765,37263,TV,22,Finished Airing,Fall,2012,Production I.G,Sci-Fi,
Psycho-Pass,208,59,8.34,745219,1541765,37263,TV,22,Finished Airing,Fall,2012,Production I.G,Suspense,
Major S6,209,2569,8.33,35305,60164,472,TV,25,Finished Airing,Spring,2010,SynergySP,,Shounen
Natsume Yuujinchou: Itsuka Yuki no Hi ni,210,2235,8.33,34093,76205,104,OVA,1,Finished Airing,,2014,"""Brains Base""",Drama,Shoujo
Natsume Yuujinchou: Itsuka Yuki no Hi ni,210,2235,8.33,34093,76205,104,OVA,1,Finished Airing,,2014,"""Brains Base""",Slice of Life,Shoujo
Natsume Yuujinchou: Itsuka Yuki no Hi ni,210,2235,8.33,34093,76205,104,OVA,1,Finished Airing,,2014,"""Brains Base""",Supernatural,Shoujo
One Outs,211,952,8.33,110051,225417,3884,TV,25,Finished Airing,Fall,2008,Madhouse,,Seinen
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,8bit,Action,
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,8bit,Adventure,
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,8bit,Comedy,
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,8bit,Fantasy,
Bakemonogatari,213,83,8.33,700302,1336026,47602,TV,15,Finished Airing,Summer,2009,Shaft,Mystery,
Bakemonogatari,213,83,8.33,700302,1336026,47602,TV,15,Finished Airing,Summer,2009,Shaft,Romance,
Bakemonogatari,213,83,8.33,700302,1336026,47602,TV,15,Finished Airing,Summer,2009,Shaft,Supernatural,
Dr. Stone: Ryuusui,214,1228,8.33,77574,174492,615,Special,1,Finished Airing,,2022,TMS Entertainment,Adventure,Shounen
Dr. Stone: Ryuusui,214,1228,8.33,77574,174492,615,Special,1,Finished Airing,,2022,TMS Entertainment,Comedy,Shounen
Dr. Stone: Ryuusui,214,1228,8.33,77574,174492,615,Special,1,Finished Airing,,2022,TMS Entertainment,Sci-Fi,Shounen
Given,215,379,8.33,283375,519301,16200,TV,11,Finished Airing,Summer,2019,Lerche,Boys Love,
Given,215,379,8.33,283375,519301,16200,TV,11,Finished Airing,Summer,2019,Lerche,Drama,
Given,215,379,8.33,283375,519301,16200,TV,11,Finished Airing,Summer,2019,Lerche,Romance,
Gotcha!,216,3853,8.33,18564,27754,221,Music,1,Finished Airing,,2020,Bones,,
IDOLiSH7 Third Beat! Part 2,217,5847,8.33,1854,10273,158,TV,17,Finished Airing,Fall,2022,TROYCA,,
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Sunrise,Action,Shounen
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Sunrise,Sci-Fi,Shounen
Kingdom 2nd Season,219,1699,8.33,55722,114927,816,TV,39,Finished Airing,Summer,2013,Pierrot,,Seinen
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Xebec,Action,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Xebec,Drama,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Xebec,Sci-Fi,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Others,Action,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Others,Drama,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Others,Sci-Fi,
Versailles no Bara,221,2016,8.33,27574,90088,2777,TV,40,Finished Airing,Fall,1979,Tokyo Movie Shinsha,Drama,Shoujo
Versailles no Bara,221,2016,8.33,27574,90088,2777,TV,40,Finished Airing,Fall,1979,Tokyo Movie Shinsha,Romance,Shoujo
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",222,715,8.33,179739,301195,813,Special,1,Finished Airing,,2018,Kyoto Animation,Drama,
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",222,715,8.33,179739,301195,813,Special,1,Finished Airing,,2018,Kyoto Animation,Fantasy,
Kobayashi-san Chi no Maid Dragon S,223,394,8.32,240897,502951,5684,TV,12,Finished Airing,Summer,2021,Kyoto Animation,Fantasy,
Kobayashi-san Chi no Maid Dragon S,223,394,8.32,240897,502951,5684,TV,12,Finished Airing,Summer,2021,Kyoto Animation,Slice of Life,
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Shuka,Drama,Shoujo
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Shuka,Slice of Life,Shoujo
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Shuka,Supernatural,Shoujo
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,"""Brains Base""",Adventure,
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,"""Brains Base""",Fantasy,
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,"""Brains Base""",Romance,
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Others,Adventure,
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Others,Fantasy,
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Others,Romance,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Nippon Animation,Adventure,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Nippon Animation,Drama,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Nippon Animation,Slice of Life,
The First Slam Dunk,227,5004,8.32,871,15184,102,Movie,1,Finished Airing,,2022,Toei Animation,,Shounen
The First Slam Dunk,227,5004,8.32,871,15184,102,Movie,1,Finished Airing,,2022,Others,,Shounen
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,228,63,8.32,938551,1529971,32025,TV,11,Finished Airing,Spring,2011,A-1 Pictures,Drama,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,228,63,8.32,938551,1529971,32025,TV,11,Finished Airing,Spring,2011,A-1 Pictures,Supernatural,
Fate/stay night: Unlimited Blade Works 2nd Season,229,194,8.32,532734,806254,8969,TV,13,Finished Airing,Spring,2015,ufotable,Action,
Fate/stay night: Unlimited Blade Works 2nd Season,229,194,8.32,532734,806254,8969,TV,13,Finished Airing,Spring,2015,ufotable,Fantasy,
