Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Demographic
Kuragehime,427,962,8.12,105449,223813,4395,TV,11,Finished Airing,Fall,2010,"""Brains Base""",Josei
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,428,2447,8.12,36300,65399,81,Special,1,Finished Airing,,2012,Toei Animation,Shounen
Toki wo Kakeru Shoujo,429,228,8.12,436696,754689,5704,Movie,1,Finished Airing,,2006,Madhouse,
Boku no Hero Academia 2nd Season,430,14,8.12,1619648,2358564,17149,TV,25,Finished Airing,Spring,2017,Bones,Shounen
Detective Conan Movie 05: Countdown to Heaven,431,2579,8.12,35891,59880,55,Movie,1,Finished Airing,,2001,TMS Entertainment,Shounen
Detective Conan Movie 14: The Lost Ship in the Sky,432,2736,8.12,30951,53410,57,Movie,1,Finished Airing,,2010,Tokyo Movie Shinsha,Shounen
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,433,5373,8.12,8611,12675,116,Movie,1,Finished Airing,,2011,Shin-Ei Animation,
Fullmetal Alchemist,434,74,8.12,857603,1407064,25249,TV,51,Finished Airing,Fall,2003,Bones,Shounen
Ginga Eiyuu Densetsu Gaiden,435,4233,8.12,8387,22732,65,OVA,24,Finished Airing,,1998,Others,
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,436,3268,8.12,17343,38769,67,Special,1,Finished Airing,,2015,Sunrise,Shounen
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,437,1150,8.12,109138,185118,761,TV,12,Finished Airing,Spring,2020,Ajia-do,
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,438,4544,8.12,8578,19454,95,TV,13,Finished Airing,Spring,2019,Sunrise,Shounen
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,439,867,8.11,132751,249409,1508,Movie,1,Finished Airing,,2018,Kyoto Animation,
Detroit Metal City,440,1067,8.11,105228,202832,3211,OVA,12,Finished Airing,,2008,Studio 4°C,Seinen
Diamond no Ace,441,928,8.11,109349,232013,4426,TV,75,Finished Airing,Fall,2013,Production I.G,Shounen
Diamond no Ace,441,928,8.11,109349,232013,4426,TV,75,Finished Airing,Fall,2013,Madhouse,Shounen
Doupo Cangqiong: San Nian Zhi Yue,442,7452,8.11,2608,5626,157,ONA,13,Finished Airing,,2021,Others,
Durarara!!,443,81,8.11,641217,1343433,29618,TV,24,Finished Airing,Winter,2010,"""Brains Base""",
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,444,3559,8.11,15491,32541,33,Special,1,Finished Airing,,2015,Bandai Namco Pictures,Shounen
Kaze Tachinu,445,709,8.11,172717,302897,2965,Movie,1,Finished Airing,,2013,Studio Ghibli,
Kidou Senshi Gundam 00,446,1025,8.11,117146,211304,4363,TV,25,Finished Airing,Fall,2007,Sunrise,
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,447,1930,8.11,45898,96326,239,Special,1,Finished Airing,,2006,Production I.G,Seinen
Mahoutsukai no Yome: Hoshi Matsu Hito,448,813,8.11,117475,266181,699,OVA,3,Finished Airing,,2016,Wit Studio,Shounen
Romantic Killer,449,1557,8.11,66132,127738,1806,ONA,12,Finished Airing,,2022,Others,Shounen
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,450,1061,8.11,125473,203550,431,ONA,6,Finished Airing,,2019,J.C.Staff,Shounen
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,450,1061,8.11,125473,203550,431,ONA,6,Finished Airing,,2019,Egg Firm,Shounen
Tamayura: Sotsugyou Shashin Part 4 - Ashita,451,5812,8.11,3047,10440,68,Movie,1,Finished Airing,,2016,TYO Animations,
"Komi-san wa, Comyushou desu. 2nd Season",452,500,8.1,186585,406659,3656,TV,12,Finished Airing,Spring,2022,OLM,Shounen
Kuroko no Basket: Saikou no Present desu,453,1887,8.1,52432,99335,197,Special,1,Finished Airing,,2015,Production I.G,Shounen
Overlord IV,454,469,8.1,191026,430345,6463,TV,13,Finished Airing,Summer,2022,Madhouse,
Shokugeki no Souma: Ni no Sara,455,123,8.1,687874,1077738,3042,TV,13,Finished Airing,Summer,2016,J.C.Staff,Shounen
Tonikaku Kawaii: SNS,456,1564,8.1,64984,127218,704,OVA,1,Finished Airing,,2021,Seven Arcs,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Shounen
Tsukimonogatari,458,514,8.1,226109,399107,943,TV,4,Finished Airing,Fall,2014,Shaft,
Uchouten Kazoku 2,459,2538,8.1,24589,61443,297,TV,12,Finished Airing,Spring,2017,P.A. Works,
Zankyou no Terror,460,122,8.1,582164,1093315,21176,TV,11,Finished Airing,Summer,2014,MAPPA,
Akatsuki no Yona OVA,461,1565,8.1,66365,126920,355,OVA,3,Finished Airing,,2015,Pierrot,Shoujo
Baccano! Specials,462,1236,8.1,109268,173496,301,Special,3,Finished Airing,,2008,"""Brains Base""",
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,463,113,8.1,790775,1115523,20676,TV,24,Finished Airing,Spring,2014,David Production,Shounen
Kidou Senshi Gundam Unicorn,464,1967,8.1,47558,93791,1534,OVA,7,Finished Airing,,2010,Sunrise,
5-toubun no Hanayome ∬,465,287,8.09,381950,641977,11192,TV,12,Finished Airing,Winter,2021,Others,Shounen
Ansatsu Kyoushitsu,466,34,8.09,1105768,1870171,28240,TV,22,Finished Airing,Winter,2015,Lerche,Shounen
Gin no Saji,467,777,8.09,126022,279585,2784,TV,11,Finished Airing,Summer,2013,A-1 Pictures,Shounen
Hajime no Ippo: Boxer no Kobushi,468,2837,8.09,28965,49938,66,Special,1,Finished Airing,,2003,Madhouse,Shounen
Initial D Fifth Stage,469,1507,8.09,70047,133598,700,TV,14,Finished Airing,Fall,2012,SynergySP,Seinen
Kamisama Hajimemashita,470,314,8.09,313751,608911,13991,TV,13,Finished Airing,Fall,2012,TMS Entertainment,Shoujo
Kanata no Astra,471,772,8.09,135866,280698,3008,TV,12,Finished Airing,Summer,2019,Lerche,Shounen
Mirai Shounen Conan,472,2954,8.09,15636,46403,543,TV,26,Finished Airing,Spring,1978,Nippon Animation,
No Game No Life,473,16,8.09,1460700,2266413,47131,TV,12,Finished Airing,Spring,2014,Madhouse,
One Piece Film: Strong World,474,924,8.09,146375,233656,440,Movie,1,Finished Airing,,2009,Toei Animation,Shounen
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,475,2307,8.09,42896,72054,310,OVA,13,Finished Airing,,2011,TMS Entertainment,Shounen
Sakura-sou no Pet na Kanojo,476,99,8.09,676694,1187423,25987,TV,24,Finished Airing,Fall,2012,J.C.Staff,
Toradora!,477,22,8.09,1307402,2084456,55079,TV,25,Finished Airing,Fall,2008,J.C.Staff,
Kuroko no Basket Movie 4: Last Game,478,782,8.08,165811,277614,1000,Movie,1,Finished Airing,,2017,Production I.G,Shounen
Serial Experiments Lain,479,252,8.08,269398,695869,24669,TV,13,Finished Airing,Summer,1998,Others,
Skip Beat!,480,835,8.08,135587,257677,5059,TV,25,Finished Airing,Fall,2008,Hal Film Maker,Shoujo
Stand By Me Doraemon,481,2855,8.08,34570,49401,200,Movie,1,Finished Airing,,2014,Others,
Stand By Me Doraemon,481,2855,8.08,34570,49401,200,Movie,1,Finished Airing,,2014,Shin-Ei Animation,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,482,1691,8.08,15115,116093,582,TV,11,Currently Airing,Winter,2023,J.C.Staff,
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,483,3556,8.08,16617,32581,53,Movie,1,Finished Airing,,1993,Others,
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Sunrise,Shounen
Hikaru no Go,485,1523,8.08,60877,131671,2313,TV,75,Finished Airing,Fall,2001,Pierrot,Shounen
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,486,1559,8.08,55784,127701,810,TV,10,Finished Airing,Spring,2022,Ajia-do,
Hyouka,487,88,8.08,602986,1289861,25963,TV,22,Finished Airing,Spring,2012,Kyoto Animation,
Kidou Senshi Gundam 00 Second Season,488,1421,8.08,90653,144883,1351,TV,25,Finished Airing,Fall,2008,Sunrise,
Angel Beats!,489,28,8.07,1230432,1982288,47254,TV,13,Finished Airing,Spring,2010,P.A. Works,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,422939,902318,16276,TV,25,Finished Airing,Spring,2007,Bones,
Detective Conan Movie 08: Magician of the Silver Sky,491,2735,8.07,31395,53416,36,Movie,1,Finished Airing,,2004,TMS Entertainment,Shounen
Detective Conan Movie 18: The Sniper from Another Dimension,492,3194,8.07,22881,40333,39,Movie,1,Finished Airing,,2014,TMS Entertainment,Shounen
Gintama: Dai Hanseikai,493,3383,8.07,15436,36281,50,Special,1,Finished Airing,,2010,Sunrise,Shounen
Karakai Jouzu no Takagi-san 2,494,700,8.07,167086,307823,2283,TV,12,Finished Airing,Summer,2019,Shin-Ei Animation,Shounen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Production I.G,Seinen
Kuroko no Basket,496,110,8.07,668363,1131657,20501,TV,25,Finished Airing,Spring,2012,Production I.G,Shounen
Kuroshitsuji: Book of Circus,497,536,8.07,201821,380773,3463,TV,10,Finished Airing,Summer,2014,A-1 Pictures,Shounen
Kuroshitsuji: Book of Murder,498,929,8.07,114842,231995,1089,OVA,2,Finished Airing,,2015,A-1 Pictures,Shounen
Mairimashita! Iruma-kun 2nd Season,499,789,8.07,132290,276308,2261,TV,21,Finished Airing,Spring,2021,Bandai Namco Pictures,Shounen
Mairimashita! Iruma-kun 2nd Season,501,788,8.07,132346,276396,2261,TV,21,Finished Airing,Spring,2021,Bandai Namco Pictures,Shounen
Tsuki ga Kirei,502,388,8.07,238298,508130,7603,TV,12,Finished Airing,Spring,2017,feel.,
World Trigger 2nd Season,503,1499,8.07,49653,134751,751,TV,12,Finished Airing,Winter,2021,Toei Animation,Shounen
Yowamushi Pedal: Grande Road,504,1511,8.07,75217,132961,495,TV,24,Finished Airing,Fall,2014,TMS Entertainment,Shounen
Yuusha-Ou GaoGaiGar Final,505,6042,8.07,3990,9522,169,OVA,8,Finished Airing,,2000,Sunrise,
City Hunter 2,506,4064,8.06,10407,24950,153,TV,63,Finished Airing,Spring,1988,Sunrise,Shounen
Dorohedoro,507,402,8.06,248110,489742,7746,TV,12,Finished Airing,Winter,2020,MAPPA,Seinen
Durarara!!x2 Ketsu,508,578,8.06,178602,362184,1062,TV,12,Finished Airing,Winter,2016,Shuka,
Girls & Panzer: Saishuushou Part 2,509,3607,8.06,14672,31662,86,Movie,1,Finished Airing,,2019,Actas,
Gosick,510,381,8.06,220727,517605,8004,TV,24,Finished Airing,Winter,2011,Bones,
Hidamari Sketch: Sae Hiro Sotsugyou-hen,511,5302,8.06,5795,13147,26,OVA,2,Finished Airing,,2013,Shaft,
Kodomo no Omocha (TV),512,2498,8.06,25839,63343,1271,TV,102,Finished Airing,Spring,1996,Gallop,Shoujo
Koukyoushihen Eureka Seven,513,480,8.06,178131,422680,8964,TV,50,Finished Airing,Spring,2005,Bones,
Mahoutsukai no Yome,514,182,8.06,351461,844157,10969,TV,24,Finished Airing,Fall,2017,Wit Studio,Shounen
Omoide no Marnie,515,798,8.06,149341,273379,2426,Movie,1,Finished Airing,,2014,Studio Ghibli,
Quanzhi Gaoshou: Dianfeng Rongyao,516,2960,8.06,21331,46124,125,Movie,1,Finished Airing,,2019,Others,
Shijou Saikyou no Deshi Kenichi,517,747,8.06,151861,289264,3434,TV,50,Finished Airing,Fall,2006,TMS Entertainment,Shounen
Kyou kara Ore wa!!,518,3614,8.05,10156,31533,388,OVA,10,Finished Airing,,1993,Pierrot,Shounen
xxxHOLiC Shunmuki,519,2406,8.05,32778,67565,100,OVA,2,Finished Airing,,2009,Production I.G,Seinen
Boku no Hero Academia 3rd Season,520,26,8.05,1343638,2036847,12763,TV,25,Finished Airing,Spring,2018,Bones,Shounen
Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,Madhouse,
Fate/stay night: Unlimited Blade Works Prologue,522,705,8.05,189263,304165,435,Special,1,Finished Airing,,2014,ufotable,
Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,,1999,Others,
Glass no Kamen (2005),524,3319,8.05,11971,37453,496,TV,51,Finished Airing,Spring,2005,Tokyo Movie Shinsha,Shoujo
Kidou Senshi Gundam: Tekketsu no Orphans,525,967,8.05,113679,223214,2991,TV,25,Finished Airing,Fall,2015,Sunrise,
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,526,6790,8.04,2583,7098,59,Movie,1,Finished Airing,,2021,SANZIGEN,
Detective Conan Movie 10: Requiem of the Detectives,527,2751,8.04,30713,52886,46,Movie,1,Finished Airing,,2006,TMS Entertainment,Shounen
Kill la Kill,528,51,8.04,903916,1631202,36431,TV,24,Finished Airing,Fall,2013,Trigger,
Paprika,529,400,8.04,248364,494868,4177,Movie,1,Finished Airing,,2006,Madhouse,
Saint Seiya: Meiou Hades Juuni Kyuu-hen,530,2714,8.04,33777,54396,353,OVA,13,Finished Airing,,2002,Toei Animation,Shounen
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,531,618,8.03,208016,342204,706,OVA,1,Finished Airing,,2017,Studio Deen,
Lovely★Complex,532,352,8.03,276767,554455,9617,TV,24,Finished Airing,Spring,2007,Toei Animation,Shoujo
Saiunkoku Monogatari 2nd Season,533,3228,8.03,17441,39511,199,TV,39,Finished Airing,Spring,2007,Madhouse,Shoujo
SK∞,534,393,8.03,252637,503347,12158,TV,12,Finished Airing,Winter,2021,Bones,
Summer Wars,535,397,8.03,284456,499402,3810,Movie,1,Finished Airing,,2009,Madhouse,
Tokyo Revengers,536,119,8.03,599105,1105509,24550,TV,24,Finished Airing,Spring,2021,LIDENFILMS,Shounen
Akatsuki no Yona,537,199,8.03,390630,798149,15220,TV,24,Finished Airing,Fall,2014,Pierrot,Shoujo
BanG Dream! 3rd Season,538,3530,8.03,14652,33014,567,TV,13,Finished Airing,Winter,2020,SANZIGEN,
Black Lagoon,539,152,8.03,460705,937574,17185,TV,12,Finished Airing,Spring,2006,Madhouse,Seinen
Detective Conan Movie 03: The Last Wizard of the Century,540,2522,8.03,37867,62305,72,Movie,1,Finished Airing,,1999,TMS Entertainment,Shounen
Detective Conan Movie 04: Captured in Her Eyes,541,2607,8.03,35322,58784,95,Movie,1,Finished Airing,,2000,TMS Entertainment,Shounen
FLCL,542,218,8.03,411117,771653,28336,OVA,6,Finished Airing,,2000,Gainax,
FLCL,542,218,8.03,411117,771653,28336,OVA,6,Finished Airing,,2000,Production I.G,
Full Metal Panic? Fumoffu,543,755,8.03,170311,286040,2896,TV,12,Finished Airing,Summer,2003,Kyoto Animation,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,544,3932,8.03,12492,26604,56,Movie,4,Finished Airing,,2019,Production I.G,
Golden Boy,545,581,8.03,196338,360948,5341,OVA,6,Finished Airing,,1995,Others,Seinen
Haikyuu!! Movie 2: Shousha to Haisha,546,2106,8.03,30883,83758,87,Movie,1,Finished Airing,,2015,Production I.G,Shounen
Juuni Kokuki,547,1453,8.03,43420,140336,2370,TV,45,Finished Airing,Spring,2002,Pierrot,
Kamisama Hajimemashita OVA,548,1619,8.03,63371,121912,404,OVA,2,Finished Airing,,2013,TMS Entertainment,Shoujo
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,549,993,8.03,133235,218516,655,Movie,1,Finished Airing,,2008,ufotable,
Uma Musume: Pretty Derby Season 2,550,3100,8.03,17479,42497,668,TV,13,Finished Airing,Winter,2021,Others,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,551,938,8.03,136091,230800,428,OVA,1,Finished Airing,,2016,feel.,
Yofukashi no Uta,552,421,8.03,184722,470623,6007,TV,13,Finished Airing,Summer,2022,LIDENFILMS,Shounen
Tsumiki no Ie,553,1977,8.02,51910,92764,474,Movie,1,Finished Airing,,2008,Others,
Zombieland Saga Revenge,554,1101,8.02,75375,196219,1440,TV,12,Finished Airing,Spring,2021,MAPPA,
Magi: The Labyrinth of Magic,555,142,8.02,526008,990309,8908,TV,25,Finished Airing,Fall,2012,A-1 Pictures,Shounen
Omae Umasou da na,556,4634,8.02,7672,18559,174,Movie,1,Finished Airing,,2010,Ajia-do,Kids
Persona 3 the Movie 4: Winter of Rebirth,557,2397,8.02,32236,67818,619,Movie,1,Finished Airing,,2016,A-1 Pictures,
Shokugeki no Souma: San no Sara,558,156,8.02,561103,919268,2617,TV,12,Finished Airing,Fall,2017,J.C.Staff,Shounen
Slayers Next,559,2405,8.02,36376,67568,830,TV,26,Finished Airing,Spring,1996,Others,
Toaru Kagaku no Railgun S,560,560,8.02,195632,370137,3720,TV,24,Finished Airing,Spring,2013,J.C.Staff,
Baby Steps 2nd Season,561,2054,8.02,52847,87901,302,TV,25,Finished Airing,Spring,2015,Pierrot,Shounen
Black Lagoon: Roberta's Blood Trail,562,783,8.02,158259,277569,1210,OVA,5,Finished Airing,,2010,Madhouse,Seinen
D.Gray-man,563,272,8.02,277980,665296,13526,TV,103,Finished Airing,Fall,2006,TMS Entertainment,Shounen
Douluo Dalu 2nd Season,564,4735,8.02,7214,17630,297,ONA,0,Currently Airing,,2018,Others,
Eve no Jikan,565,1206,8.02,76320,177519,1228,ONA,6,Finished Airing,,2008,Others,
Ginga Nagareboshi Gin,566,4008,8.02,11026,25645,805,TV,21,Finished Airing,Spring,1986,Toei Animation,Shounen
Detective Conan Movie 15: Quarter of Silence,567,2990,8.01,26206,45359,53,Movie,1,Finished Airing,,2011,TMS Entertainment,Shounen
Evangelion: 1.0 You Are (Not) Alone,568,373,8.01,323463,526196,1822,Movie,1,Finished Airing,,2007,Others,
Hachimitsu to Clover,569,840,8.01,80947,256618,4112,TV,24,Finished Airing,Spring,2005,J.C.Staff,Josei
Hololive Alternative,570,5961,8.01,5547,9834,66,ONA,2,Finished Airing,,2021,Others,
Kaichou wa Maid-sama!,571,101,8.01,693554,1182319,22006,TV,26,Finished Airing,Spring,2010,J.C.Staff,Shoujo
Kami nomi zo Shiru Sekai: Megami-hen,572,642,8.01,186861,330119,2015,TV,12,Finished Airing,Summer,2013,Manglobe,Shounen
Kara no Kyoukai Movie: Mirai Fukuin,573,1768,8.01,50218,109750,264,Movie,1,Finished Airing,,2013,ufotable,
Kidou Senshi Gundam: Dai 08 MS Shoutai,574,2202,8.01,42816,77873,1028,OVA,12,Finished Airing,,1996,Sunrise,
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,575,82,8.01,799131,1343513,27439,TV,13,Finished Airing,Spring,2013,"""Brains Base""",
Pui Pui Molcar,576,5088,8.01,8687,14514,252,TV,12,Finished Airing,Winter,2021,Shin-Ei Animation,Kids
Tokyo Magnitude 8.0,577,754,8.01,120711,286106,1738,TV,11,Finished Airing,Summer,2009,Bones,
Tokyo Magnitude 8.0,577,754,8.01,120711,286106,1738,TV,11,Finished Airing,Summer,2009,Kinema Citrus,
Mo Dao Zu Shi Q,578,4332,8.0,7780,21523,218,ONA,30,Finished Airing,,2020,B.CMAY PICTURES,
Shadows House 2nd Season,579,1889,8.0,36968,99333,578,TV,12,Finished Airing,Summer,2022,CloverWorks,Seinen
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,580,998,8.0,70646,217111,2066,Movie,1,Finished Airing,,2021,A-1 Pictures,
Aria the OVA: Arietta,581,3386,8.0,16364,36275,75,OVA,1,Finished Airing,,2007,Hal Film Maker,Shounen
Clannad,582,79,8.0,727441,1352735,27033,TV,23,Finished Airing,Fall,2007,Kyoto Animation,
ef: A Tale of Melodies.,583,1325,8.0,66129,160719,1708,TV,12,Finished Airing,Fall,2008,Shaft,
Fullmetal Alchemist: Brotherhood Specials,584,1375,8.0,72457,151979,176,Special,4,Finished Airing,,2009,Bones,Shounen
Hibike! Euphonium,585,469,8.0,179859,430311,6768,TV,13,Finished Airing,Spring,2015,Kyoto Animation,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,586,803,8.0,140315,270592,2496,TV,14,Finished Airing,Fall,2019,Ajia-do,
Kimi ni Todoke,587,173,8.0,422638,867533,12508,TV,25,Finished Airing,Fall,2009,Production I.G,Shoujo
Touch,588,3509,8.0,9950,33533,540,TV,101,Finished Airing,Spring,1985,Others,Shounen
Wolf's Rain OVA,589,2478,8.0,33484,64416,359,OVA,4,Finished Airing,,2004,Bones,
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,590,5159,8.0,5059,14005,37,Movie,1,Finished Airing,,2017,Others,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,591,3810,7.99,10740,28480,45,Special,1,Finished Airing,,2006,Production I.G,
Maou-jou de Oyasumi,592,1119,7.99,87407,190904,2065,TV,12,Finished Airing,Fall,2020,Doga Kobo,Shounen
School Rumble Ni Gakki,593,1359,7.99,88865,155221,760,TV,26,Finished Airing,Spring,2006,Studio Comet,Shounen
Tate no Yuusha no Nariagari,594,69,7.99,908042,1460566,25362,TV,25,Finished Airing,Winter,2019,Kinema Citrus,
Tot Musica,595,10205,7.99,1332,2180,16,Music,1,Finished Airing,,2022,Others,
Boku no Hero Academia the Movie 2: Heroes:Rising,596,376,7.99,303838,520406,1765,Movie,1,Finished Airing,,2019,Bones,Shounen
Code Geass: Hangyaku no Lelouch III - Oudou,597,2064,7.99,31909,86848,148,Movie,1,Finished Airing,,2018,Sunrise,
Durarara!!x2 Shou,598,431,7.99,240989,463056,968,TV,12,Finished Airing,Winter,2015,Shuka,
Haikyuu!! Movie 1: Owari to Hajimari,599,1996,7.99,34214,91556,108,Movie,1,Finished Airing,,2015,Production I.G,Shounen
Kakushigoto,600,698,7.99,130682,308465,2026,TV,12,Finished Airing,Spring,2020,Ajia-do,Shounen
Azumanga Daiou The Animation,601,666,7.98,143436,318476,6020,TV,26,Finished Airing,Spring,2002,J.C.Staff,
Eve no Jikan (Movie),602,1628,7.98,54785,121132,586,Movie,1,Finished Airing,,2010,Others,
Hanada Shounen-shi,603,5059,7.98,4210,14720,140,TV,25,Finished Airing,Fall,2002,Madhouse,Seinen
High Score Girl II,604,1569,7.98,73619,126735,806,TV,9,Finished Airing,Fall,2019,J.C.Staff,Seinen
High Score Girl: Extra Stage,605,2358,7.98,43606,69596,151,OVA,3,Finished Airing,,2019,J.C.Staff,Seinen
Kimi ni Todoke 2nd Season,606,455,7.98,252653,438156,1536,TV,12,Finished Airing,Winter,2011,Production I.G,Shoujo
xxxHOLiC,607,706,7.98,116533,304146,4314,TV,24,Finished Airing,Spring,2006,Production I.G,Seinen
Koukaku Kidoutai 2.0,608,2077,7.98,38464,85946,236,Movie,1,Finished Airing,,2008,Production I.G,Seinen
Nagi no Asu kara,609,338,7.98,246308,578195,9342,TV,26,Finished Airing,Fall,2013,P.A. Works,
Naruto,610,8,7.98,1844244,2659366,74738,TV,220,Finished Airing,Fall,2002,Pierrot,Shounen
Ookiku Furikabutte: Natsu no Taikai-hen,611,3072,7.98,22159,43048,183,TV,13,Finished Airing,Spring,2010,A-1 Pictures,Seinen
ReLIFE,612,146,7.98,542311,969800,9538,TV,13,Finished Airing,Summer,2016,TMS Entertainment,
Kobayashi-san Chi no Maid Dragon,613,106,7.97,699498,1159961,16633,TV,13,Finished Airing,Winter,2017,Kyoto Animation,
Love Live! Superstar!!,614,2530,7.97,22856,61954,1056,TV,12,Finished Airing,Summer,2021,Sunrise,
Mahou Shoujo Lyrical Nanoha A's,615,2505,7.97,32693,62976,985,TV,13,Finished Airing,Fall,2005,Seven Arcs,
Major Movie: Yuujou no Winning Shot,616,4502,7.97,10994,19825,23,Movie,1,Finished Airing,,2008,Xebec,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,617,2140,7.97,44868,80984,363,OVA,2,Finished Airing,,2001,Studio Deen,Shounen
Saint Seiya: The Lost Canvas - Meiou Shinwa,618,1842,7.97,56997,103178,913,OVA,13,Finished Airing,,2009,TMS Entertainment,Shounen
Sakasama no Patema,619,792,7.97,127929,274883,1372,Movie,1,Finished Airing,,2013,Others,
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,620,266,7.97,404306,677299,1395,TV,12,Finished Airing,Spring,2018,J.C.Staff,Shounen
Akagami no Shirayuki-hime 2nd Season,621,628,7.97,187923,338261,1665,TV,12,Finished Airing,Winter,2016,Bones,Shoujo
Durarara!!x2 Ten,622,539,7.97,194725,378460,754,TV,12,Finished Airing,Summer,2015,Shuka,
Fumetsu no Anata e 2nd Season,623,1002,7.97,27517,216558,1166,TV,20,Currently Airing,Fall,2022,Others,Shounen
Haibane Renmei,624,814,7.97,95766,266099,7144,TV,13,Finished Airing,Fall,2002,Others,
Working!!!,625,908,7.97,123200,237228,922,TV,13,Finished Airing,Summer,2015,A-1 Pictures,Seinen
Youjo Senki,626,181,7.97,461465,845561,11430,TV,12,Finished Airing,Winter,2017,Others,
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,627,2184,7.97,33437,78589,255,Special,1,Finished Airing,,2017,MAPPA,
Mairimashita! Iruma-kun 3rd Season,628,1462,7.96,22837,138838,1031,TV,21,Currently Airing,Fall,2022,Bandai Namco Pictures,Shounen
Noragami,629,25,7.96,1206195,2041767,32253,TV,12,Finished Airing,Winter,2014,Bones,Shounen
Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,630,3458,7.96,18853,34850,49,OVA,7,Finished Airing,,2008,Others,Shounen
Aria the Origination: Sono Choppiri Himitsu no Basho ni...,631,4392,7.96,9430,20830,28,Special,1,Finished Airing,,2008,Hal Film Maker,Shounen
Bungou Stray Dogs Wan!,632,1864,7.96,40539,101201,966,TV,12,Finished Airing,Winter,2021,Bones,
Bungou Stray Dogs Wan!,632,1864,7.96,40539,101201,966,TV,12,Finished Airing,Winter,2021,Others,
Dragon Ball,633,147,7.96,628086,969122,14598,TV,153,Finished Airing,Winter,1986,Toei Animation,Shounen
Hokuto no Ken,634,1601,7.96,42320,123986,2178,TV,109,Finished Airing,Fall,1984,Toei Animation,Shounen
IDOLiSH7 Vibrato,635,5131,7.96,5293,14199,95,ONA,8,Finished Airing,,2018,TROYCA,
Kanon (2006),636,823,7.96,133044,262395,4330,TV,24,Finished Airing,Fall,2006,Kyoto Animation,
Kidou Keisatsu Patlabor 2 the Movie,637,3490,7.96,14987,33923,701,Movie,1,Finished Airing,,1993,Production I.G,
Aria the Benedizione,638,7299,7.95,1664,5916,20,Movie,1,Finished Airing,,2021,J.C.Staff,Shounen
Girls & Panzer: Saishuushou Part 1,639,3044,7.95,20117,43900,127,Movie,1,Finished Airing,,2017,Actas,
Hikaru no Go: Hokuto Hai e no Michi,640,4208,7.95,12378,23116,34,Special,1,Finished Airing,,2004,Pierrot,Shounen
Hyouge Mono,641,3922,7.95,4320,26699,294,TV,39,Finished Airing,Spring,2011,Others,Seinen
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,642,2694,7.95,30305,55264,923,OVA,6,Finished Airing,,1989,Sunrise,
Kobato.,643,1322,7.95,59806,160929,1460,TV,24,Finished Airing,Fall,2009,Madhouse,
