Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Demographic
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,Kadokawa,
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,voque ting,
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,STORY,
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,Lawson Entertainment,
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2980,162,7.22,518117.0,894751,8086,TV,13,Finished Airing,Summer,2013,Geneon Universal Entertainment,
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2980,162,7.22,518117.0,894751,8086,TV,13,Finished Airing,Summer,2013,Studio Hibari,
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2980,162,7.22,518117.0,894751,8086,TV,13,Finished Airing,Summer,2013,Mainichi Broadcasting System,
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2980,162,7.22,518117.0,894751,8086,TV,13,Finished Airing,Summer,2013,Showgate,
Byousoku 5 Centimeter,1439,163,7.58,535164.0,894331,10594,Movie,3,Finished Airing,,2007,,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Frontier Works,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Media Factory,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,AT-X,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,flying DOG,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Hakuhodo DY Music & Pictures,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Animatic,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,SB Creative,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,Aniplex,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,Movic,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,AT-X,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,ASCII Media Works,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,Bushiroad,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,MAGES.,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,Asahi Broadcasting,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,BS11,
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,Aniplex,Seinen
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,Square Enix,Seinen
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,Movic,Seinen
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,Studio Mausu,Seinen
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,Tokyo MX,Seinen
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,BS11,Seinen
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Geneon Universal Entertainment,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,AT-X,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Showgate,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,NBCUniversal Entertainment Japan,
Gekkan Shoujo Nozaki-kun,832,168,7.84,484148.0,883232,10681,TV,12,Finished Airing,Summer,2014,TV Tokyo,
Gekkan Shoujo Nozaki-kun,832,168,7.84,484148.0,883232,10681,TV,12,Finished Airing,Summer,2014,Frontier Works,
Gekkan Shoujo Nozaki-kun,832,168,7.84,484148.0,883232,10681,TV,12,Finished Airing,Summer,2014,Media Factory,
Gekkan Shoujo Nozaki-kun,832,168,7.84,484148.0,883232,10681,TV,12,Finished Airing,Summer,2014,AT-X,
Gekkan Shoujo Nozaki-kun,832,168,7.84,484148.0,883232,10681,TV,12,Finished Airing,Summer,2014,Sony Music Communications,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Lantis,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Kadokawa Shoten,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Kadokawa Pictures Japan,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,KlockWorx,
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Geneon Universal Entertainment,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,StudioRF Inc.,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Shounen Gahousha,Seinen
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,Genco,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,Lantis,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,Media Factory,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,Movic,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,AT-X,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,Showgate,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,Q-Tec,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,Fujimi Shobo,
Kimi ni Todoke,588,172,8.0,423570.0,869708,12534,TV,25,Finished Airing,Fall,2009,VAP,Shoujo
Kimi ni Todoke,588,172,8.0,423570.0,869708,12534,TV,25,Finished Airing,Fall,2009,Nippon Television Network,Shoujo
Kimi ni Todoke,588,172,8.0,423570.0,869708,12534,TV,25,Finished Airing,Fall,2009,Shueisha,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Mainichi Broadcasting System,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Movic,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Sony Music Entertainment,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,TOHO animation,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Shueisha,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,BS11,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Animatic,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Hakuhodo DY Media Partners,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Sony PCL,Shoujo
Baccano!,190,174,8.37,367675.0,867102,22762,TV,13,Finished Airing,Summer,2007,Aniplex,
Baccano!,190,174,8.37,367675.0,867102,22762,TV,13,Finished Airing,Summer,2007,Sakura Create,
Baccano!,190,174,8.37,367675.0,867102,22762,TV,13,Finished Airing,Summer,2007,Happinet Pictures,
Kimi no Suizou wo Tabetai,101,175,8.56,516621.0,866481,18991,Movie,1,Finished Airing,,2018,Aniplex,
Kimi no Suizou wo Tabetai,101,175,8.56,516621.0,866481,18991,Movie,1,Finished Airing,,2018,ABC Animation,
5-toubun no Hanayome,1204,176,7.67,559432.0,866183,13025,TV,12,Finished Airing,Winter,2019,Pony Canyon,Shounen
5-toubun no Hanayome,1204,176,7.67,559432.0,866183,13025,TV,12,Finished Airing,Winter,2019,Kodansha,Shounen
5-toubun no Hanayome,1204,176,7.67,559432.0,866183,13025,TV,12,Finished Airing,Winter,2019,ZERO-A,Shounen
5-toubun no Hanayome,1204,176,7.67,559432.0,866183,13025,TV,12,Finished Airing,Winter,2019,GYAO!,Shounen
Yakusoku no Neverland 2nd Season,12296,177,5.32,432844.0,864026,4504,TV,11,Finished Airing,Winter,2021,Aniplex,Shounen
Yakusoku no Neverland 2nd Season,12296,177,5.32,432844.0,864026,4504,TV,11,Finished Airing,Winter,2021,Shueisha,Shounen
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,TV Tokyo,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Toei Animation,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Kadokawa Shoten,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Movic,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Sega,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,TV Tokyo Music,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Audio Tanaka,
Haikyuu!! To the Top,200,179,8.36,523358.0,853730,4971,TV,13,Finished Airing,Winter,2020,Dentsu,Shounen
Haikyuu!! To the Top,200,179,8.36,523358.0,853730,4971,TV,13,Finished Airing,Winter,2020,Mainichi Broadcasting System,Shounen
Haikyuu!! To the Top,200,179,8.36,523358.0,853730,4971,TV,13,Finished Airing,Winter,2020,Movic,Shounen
Haikyuu!! To the Top,200,179,8.36,523358.0,853730,4971,TV,13,Finished Airing,Winter,2020,Sony Music Entertainment,Shounen
Haikyuu!! To the Top,200,179,8.36,523358.0,853730,4971,TV,13,Finished Airing,Winter,2020,TOHO animation,Shounen
Haikyuu!! To the Top,200,179,8.36,523358.0,853730,4971,TV,13,Finished Airing,Winter,2020,Shueisha,Shounen
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Sega,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Crunchyroll,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Rialto Entertainment,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Sola Entertainment,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Naver Webtoons,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,IRMA LA DOUCE,
Youjo Senki,626,181,7.97,462318.0,847336,11453,TV,12,Finished Airing,Winter,2017,Media Factory,
Youjo Senki,626,181,7.97,462318.0,847336,11453,TV,12,Finished Airing,Winter,2017,AT-X,
Youjo Senki,626,181,7.97,462318.0,847336,11453,TV,12,Finished Airing,Winter,2017,Enterbrain,
Youjo Senki,626,181,7.97,462318.0,847336,11453,TV,12,Finished Airing,Winter,2017,Sony Music Communications,
Mahoutsukai no Yome,513,182,8.06,352157.0,846063,11005,TV,24,Finished Airing,Fall,2017,Production I.G,Shounen
Mahoutsukai no Yome,513,182,8.06,352157.0,846063,11005,TV,24,Finished Airing,Fall,2017,Shochiku,Shounen
Mahoutsukai no Yome,513,182,8.06,352157.0,846063,11005,TV,24,Finished Airing,Fall,2017,flying DOG,Shounen
Mahoutsukai no Yome,513,182,8.06,352157.0,846063,11005,TV,24,Finished Airing,Fall,2017,Mag Garden,Shounen
Tensei shitara Slime Datta Ken 2nd Season,184,183,8.39,477062.0,842213,10204,TV,12,Finished Airing,Winter,2021,Kodansha,
The God of High School,3774,184,7.07,475398.0,837970,3983,TV,13,Finished Airing,Summer,2020,Crunchyroll,
The God of High School,3774,184,7.07,475398.0,837970,3983,TV,13,Finished Airing,Summer,2020,Sola Entertainment,
The God of High School,3774,184,7.07,475398.0,837970,3983,TV,13,Finished Airing,Summer,2020,Naver Webtoons,
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,Lantis,Shounen
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,Kadokawa Shoten,Shounen
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,Movic,Shounen
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,Rakuonsha,Shounen
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,Kadokawa Pictures Japan,Shounen
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,KlockWorx,Shounen
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,Animation Do,Shounen
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,Dentsu,
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,TV Asahi,
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,Movic,
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,Avex Pictures,
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,CIC,
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,Cygames,
Overlord III,703,187,7.92,516939.0,833086,5206,TV,13,Finished Airing,Summer,2018,AT-X,
Overlord III,703,187,7.92,516939.0,833086,5206,TV,13,Finished Airing,Summer,2018,Hakuhodo DY Music & Pictures,
Overlord III,703,187,7.92,516939.0,833086,5206,TV,13,Finished Airing,Summer,2018,NTT Plala,
Overlord III,703,187,7.92,516939.0,833086,5206,TV,13,Finished Airing,Summer,2018,Kadokawa,
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Nihon Ad Systems,Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Mainichi Broadcasting System,Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,TOHO animation,Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Shueisha,Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,"""Toys Factory""",Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Sony PCL,Shounen
Btooom!,2576,189,7.3,473811.0,822630,3329,TV,12,Finished Airing,Fall,2012,Sotsu,Seinen
Btooom!,2576,189,7.3,473811.0,822630,3329,TV,12,Finished Airing,Fall,2012,KlockWorx,Seinen
Btooom!,2576,189,7.3,473811.0,822630,3329,TV,12,Finished Airing,Fall,2012,flying DOG,Seinen
Btooom!,2576,189,7.3,473811.0,822630,3329,TV,12,Finished Airing,Fall,2012,Showgate,Seinen
